triplet_id	ac_id	in_pilot48	positive_source	seqid_CD_bin	family_split	af3_iptm_ad	af3_iptm_ac	esm_score_ad	esm_score_ac	esm_pae_ad	esm_pae_ac	esm_contacts_ad	esm_contacts_ac	esm_plddt_ad	esm_plddt_ac	hit_af3_iptm	hit_esm_pae	hit_esm_contacts
SCF:0000305	AC:000231	0	same_assembly_bridge	30_40	train_eligible	0.74	0.55	-25.11018612787142	-23.58173220243102	25.11018612787142	23.58173220243102	10.0	11.0	14.256958406721147	14.471631348768927	1.0	0.0	0.0
SCF:0000326	AC:000246	0	same_assembly_bridge	20_30	dropped_pdb_overlap	0.07	0.06	-21.386008816528555	-27.608287770786923	21.386008816528555	27.608287770786923	22.0	30.0	13.921220374340372	14.008240165157167	1.0	1.0	0.0
SCF:0000330	AC:000251	0	same_assembly_bridge	30_40	train_eligible	0.39	0.39	-19.733587101905673	-19.184187507700845	19.733587101905673	19.184187507700845	43.0	130.0	13.290969543155107	12.7102416855288	0.5	0.0	0.0
SCF:0000348	AC:000267	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.72	0.1	-13.93820312302387	-28.551407514971928	13.93820312302387	28.551407514971928	37.0	21.0	12.07314241570568	12.649665871875484	1.0	1.0	1.0
SCF:0000354	AC:000273	0	PDB_exact_pair_aggregate	ge50	train_eligible	0.68	0.67	-26.43339888534854	-22.8513658219425	26.43339888534854	22.8513658219425	63.0	24.0	13.541686024502438	13.690645138571147	1.0	0.0	1.0
SCF:0000361	AC:000276	1	PDB_exact_pair_aggregate	30_40	train_eligible	0.46	0.19	-25.168787955241253	-27.04652542980508	25.168787955241253	27.04652542980508	444.0	2626.0	10.888135534609242	10.165674280500841	1.0	1.0	0.0
SCF:0000374	AC:000287	0	same_assembly_bridge	ge50	dropped_mixed_family	0.13	0.24	-26.748782967667328	-26.774886774361757	26.748782967667328	26.774886774361757	244.0	200.0	11.370023844301665	11.413032866071372	0.0	1.0	1.0
SCF:0000383	AC:000292	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.08	0.13	-30.46805851840818	-30.504197737738924	30.46805851840818	30.504197737738924	0.0	263.0	13.607489276143863	13.452047585919168	0.0	1.0	0.0
SCF:0000384	AC:000294	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.41	0.35	-25.876228144592258	-27.611924400636454	25.876228144592258	27.611924400636454	67.0	146.0	11.695061335890307	11.441957804042175	1.0	1.0	0.0
SCF:0000390	AC:000298	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.26	0.18	-28.196758345873352	-30.037179333850574	28.196758345873352	30.037179333850574	555.0	457.0	12.214750436285101	11.941764352455973	1.0	1.0	1.0
SCF:0000397	AC:000302	0	same_assembly_bridge	20_30	family_unseen	0.69	0.1	-27.27768108048049	-25.52766296977698	27.27768108048049	25.52766296977698	27.0	0.0	13.979062372571134	13.90626848374902	1.0	0.0	1.0
SCF:0000402	AC:000307	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.1	0.17	-30.743569103598595	-28.442220551930816	30.743569103598595	28.442220551930816	5077.0	325.0	7.917493132998177	13.522395504559064	0.0	0.0	1.0
SCF:0000429	AC:000330	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.1	0.16	-25.502450231803596	-25.14021153374924	25.502450231803596	25.14021153374924	247.0	23.0	14.796059852541664	14.836006458432047	0.0	0.0	1.0
SCF:0000449	AC:000340	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.11	0.25	-28.086277822423746	-30.295537009476117	28.086277822423746	30.295537009476117	103.0	327.0	13.6700881279614	12.3092076792953	0.0	1.0	0.0
SCF:0000450	AC:000342	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.65	0.13	-28.781131852892017	-29.138370685302295	28.781131852892017	29.138370685302295	0.0	34.0	12.974505584834748	12.812166599975853	1.0	1.0	0.0
SCF:0000456	AC:000346	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.5	0.23	-25.14713653827285	-25.490821759928675	25.14713653827285	25.490821759928675	65.0	157.0	11.691998895794692	11.218857906863391	1.0	1.0	0.0
SCF:0000464	AC:000357	1	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.03	0.06	-13.076200550126714	-24.60056169871485	13.076200550126714	24.60056169871485	16.0	4.0	13.590855825426459	14.037640835525062	0.0	1.0	1.0
SCF:0000468	AC:000366	1	same_assembly_bridge	30_40	family_unseen	0.37	0.21	-29.090960289292273	-24.93296845076514	29.090960289292273	24.93296845076514	15.0	0.0	13.68594112760599	14.34307568794585	1.0	0.0	1.0
SCF:0000470	AC:000371	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.37	0.13	-20.98198449474877	-24.77728405400235	20.98198449474877	24.77728405400235	27.0	16.0	13.534383461174048	14.020049668644	1.0	1.0	1.0
SCF:0000497	AC:000399	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.14	0.22	-30.32060019900541	-29.926313866847114	30.32060019900541	29.926313866847114	12579.0	3167.0	6.695601553014695	9.753358536126386	0.0	0.0	1.0
SCF:0000499	AC:000400	1	same_assembly_bridge	20_30	train_eligible	0.18	0.11	-29.083965882346636	-29.776385800452488	29.083965882346636	29.776385800452488	706.0	501.0	11.898967420015737	12.886327632088088	1.0	1.0	1.0
SCF:0000510	AC:000414	1	PDB_exact_pair_aggregate	30_40	train_eligible	0.69	0.48	-26.52262383844794	-28.46250164942981	26.52262383844794	28.46250164942981	19.0	222.0	14.739692713865303	14.584084395079383	1.0	1.0	0.0
SCF:0000513	AC:000419	0	same_assembly_bridge	30_40	train_eligible	0.16	0.08	-24.76012934100559	-29.13338459443901	24.76012934100559	29.13338459443901	10.0	259.0	11.654853700914167	9.357291430805716	1.0	1.0	0.0
SCF:0000521	AC:000427	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.09	0.13	-28.460616763399802	-28.848864126251105	28.460616763399802	28.848864126251105	332.0	86.0	11.406450311320972	13.850099644339082	0.0	1.0	1.0
SCF:0000549	AC:000450	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.67	0.19	-29.554218938835586	-29.258195627670897	29.554218938835586	29.258195627670897	1199.0	310.0	12.491169491858562	13.230617341592566	1.0	0.0	1.0
SCF:0000577	AC:000480	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.06	0.21	-30.059817223939504	-27.817788550116774	30.059817223939504	27.817788550116774	246.0	292.0	10.935082371676137	11.605272766232144	0.0	0.0	0.0
SCF:0000591	AC:000496	0	same_assembly_bridge	30_40	train_eligible	0.28	0.12	-26.432111063211778	-27.32912986777798	26.432111063211778	27.32912986777798	75.0	145.0	13.719866354545752	14.488065562807162	1.0	1.0	0.0
SCF:0000592	AC:000498	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.09	0.28	-31.422376399437862	-27.6539242339035	31.422376399437862	27.6539242339035	43.0	489.0	11.197906975883061	13.372883557530503	0.0	0.0	0.0
SCF:0000649	AC:000550	1	same_assembly_bridge	30_40	train_eligible	0.13	0.19	-25.05299074533913	-28.948233796249735	25.05299074533913	28.948233796249735	532.0	381.0	6.640027939928066	7.221316795430793	0.0	1.0	1.0
SCF:0000653	AC:000553	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.85	0.22	-26.44639341664497	-23.64094230393278	26.44639341664497	23.64094230393278	1.0	17.0	13.832980672276518	14.362918817815748	1.0	0.0	0.0
SCF:0000658	AC:000559	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.2	0.15	-30.63491612308213	-30.709139739952718	30.63491612308213	30.709139739952718	721.0	916.0	11.101596027768457	11.64135390184635	1.0	1.0	0.0
SCF:0000679	AC:000581	0	same_assembly_bridge	30_40	family_unseen	0.71	0.68	-16.275408538177118	-11.451561489687126	16.275408538177118	11.451561489687126	64.0	140.0	13.324397271657478	14.101597336275	1.0	0.0	0.0
SCF:0000682	AC:000582	0	same_assembly_bridge	30_40	family_unseen	0.18	0.14	-30.093138676650565	-29.364971636542503	30.093138676650565	29.364971636542503	4684.0	5523.0	7.559807872112889	7.691894156068025	1.0	0.0	0.0
SCF:0000688	AC:000591	0	same_assembly_bridge	30_40	train_eligible	0.09	0.18	-26.20996728267016	-22.47608615816503	26.20996728267016	22.47608615816503	112.0	41.0	14.216426576128113	14.071055956335995	0.0	0.0	1.0
SCF:0000700	AC:000597	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.16	0.07	-29.38893788653568	-29.437663891521165	29.38893788653568	29.437663891521165	63.0	57.0	12.6010768430633	13.02620064625026	1.0	1.0	1.0
SCF:0000706	AC:000601	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.59	0.07	-25.06353842805366	-30.203844399259673	25.06353842805366	30.203844399259673	58.0	259.0	12.758237540694887	12.734552853330769	1.0	1.0	0.0
SCF:0000725	AC:000616	1	PDB_exact_pair_aggregate	ge50	train_eligible	0.07	0.06	-25.662331512842936	-24.232833735626723	25.662331512842936	24.232833735626723	0.0	0.0	13.077999023873312	13.86679886247862	1.0	0.0	0.5
SCF:0000734	AC:000620	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.17	0.13	-26.17012629413154	-24.514729356841798	26.17012629413154	24.514729356841798	207.0	196.0	10.960763780856205	10.106510069610433	1.0	0.0	1.0
SCF:0000739	AC:000625	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.08	0.08	-28.828335978839615	-28.758494207879263	28.828335978839615	28.758494207879263	7.0	2.0	12.854301299865458	13.163645760146432	0.5	0.0	1.0
SCF:0000740	AC:000626	1	PDB_exact_pair_aggregate	30_40	family_unseen	0.3	0.09	-29.73754470567613	-27.025677569334352	29.73754470567613	27.025677569334352	14069.0	431.0	6.299908338886654	10.214649155694751	1.0	0.0	1.0
SCF:0000748	AC:000631	1	same_assembly_bridge	30_40	train_eligible	0.05	0.03	-28.018898283592378	-25.701378090419468	28.018898283592378	25.701378090419468	23.0	1.0	12.72266913425112	14.375816813394355	1.0	0.0	1.0
SCF:0000765	AC:000639	0	same_assembly_bridge	ge50	dropped_mixed_family	0.24	0.13	-26.51642220797251	-27.70798873147677	26.51642220797251	27.70798873147677	367.0	498.0	10.633575147305608	10.550163352616924	1.0	1.0	0.0
SCF:0000768	AC:000641	0	PDB_exact_pair_aggregate	ge50	dropped_pdb_overlap	0.26	0.31	-25.320245939165368	-26.64148559467943	25.320245939165368	26.64148559467943	155.0	124.0	11.80232300141383	10.870082625498501	0.0	1.0	1.0
SCF:0000775	AC:000643	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.07	0.11	-28.24486433780459	-30.22484836619405	28.24486433780459	30.22484836619405	19.0	65.0	13.247000486935082	12.377541163547892	0.0	1.0	0.0
SCF:0000784	AC:000648	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_family	0.15	0.13	-27.555557444354505	-26.89892568097488	27.555557444354505	26.89892568097488	504.0	85.0	10.706451914880132	12.111066112045467	1.0	0.0	1.0
SCF:0000802	AC:000669	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.39	0.08	-30.42491838028729	-30.296991109251703	30.42491838028729	30.296991109251703	27166.0	37388.0	6.236572944321348	5.690990894538238	1.0	0.0	0.0
SCF:0000812	AC:000673	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.12	0.06	-29.77013866763345	-27.958526917581537	29.77013866763345	27.958526917581537	609.0	66.0	10.096100186254287	11.41076906975022	1.0	0.0	1.0
SCF:0000818	AC:000678	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.68	0.26	-11.744957676072033	-21.107517615255148	11.744957676072033	21.107517615255148	36.0	6.0	13.890873123916613	13.61324321594447	1.0	1.0	1.0
SCF:0000845	AC:000690	0	same_assembly_bridge	20_30	family_unseen	0.65	0.7	-25.38087519395231	-22.758753337237433	25.38087519395231	22.758753337237433	1.0	0.0	14.061101722576147	14.12901146566893	0.0	0.0	1.0
SCF:0000856	AC:000707	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.18	0.26	-26.54342607849544	-24.16636772852119	26.54342607849544	24.16636772852119	335.0	198.0	13.081387199558867	12.7222973375935	0.0	0.0	1.0
SCF:0000875	AC:000723	0	same_assembly_bridge	20_30	family_unseen	0.72	0.11	-25.899912477887813	-25.401938315409286	25.899912477887813	25.401938315409286	13.0	6.0	13.911211748006362	14.013382795820123	1.0	0.0	1.0
SCF:0000884	AC:000727	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.02	0.03	-26.91121928408526	-27.182626869799435	26.91121928408526	27.182626869799435	41.0	1.0	12.992898176830407	13.001348855575559	0.0	1.0	1.0
SCF:0000888	AC:000730	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.52	0.09	-30.229957010804622	-30.50485135765812	30.229957010804622	30.50485135765812	25.0	153.0	12.111509422690514	12.071368922882119	1.0	1.0	0.0
SCF:0000897	AC:000738	1	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.08	0.13	-26.939158471420733	-28.57339921056854	26.939158471420733	28.57339921056854	14.0	59.0	13.657924689760097	13.715285371806962	0.0	1.0	0.0
SCF:0000899	AC:000742	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.17	0.08	-28.604456694279	-29.912062238169632	28.604456694279	29.912062238169632	53.0	312.0	11.253456163556816	10.313774638650802	1.0	1.0	0.0
SCF:0000904	AC:000745	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.17	0.22	-30.51274944719397	-30.12569885070453	30.51274944719397	30.12569885070453	46.0	0.0	12.722960138105629	12.929873325304344	0.0	0.0	1.0
SCF:0000915	AC:000764	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.23	0.28	-30.23377691340512	-29.88553909216908	30.23377691340512	29.88553909216908	1182.0	312.0	10.087203080950678	9.79189457410043	0.0	0.0	1.0
SCF:0000917	AC:000767	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.08	0.18	-26.366418724219006	-28.54415847166085	26.366418724219006	28.54415847166085	1.0	77.0	9.925574282535987	9.796597231981817	0.0	1.0	0.0
SCF:0000918	AC:000768	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.69	0.13	-26.52262383844794	-27.527739500288718	26.52262383844794	27.527739500288718	19.0	23.0	14.739692713865303	13.022841904373003	1.0	1.0	0.0
SCF:0000923	AC:000776	0	PDB_exact_pair_aggregate	20_30	dropped_mixed_protein	0.14	0.1	-28.952591509751205	-29.878416041266775	28.952591509751205	29.878416041266775	286.0	283.0	12.490477696017985	12.442985417952363	1.0	1.0	1.0
SCF:0000925	AC:000777	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.07	0.1	-30.598669065839882	-28.834487039470787	30.598669065839882	28.834487039470787	41.0	89.0	12.35112355710181	14.568238555333457	0.0	0.0	0.0
SCF:0000929	AC:000779	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.23	0.14	-27.382316118787003	-26.143742190912963	27.382316118787003	26.143742190912963	358.0	28.0	12.067065382435834	12.68805744391822	1.0	0.0	1.0
SCF:0000940	AC:000789	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.08	0.1	-27.11901882401219	-27.24533201012788	27.11901882401219	27.24533201012788	0.0	8.0	14.92217542401286	14.721709890588604	0.0	1.0	0.0
SCF:0000946	AC:000793	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.07	0.2	-27.982235023641003	-29.421772044704806	27.982235023641003	29.421772044704806	31.0	16.0	13.618561812619914	13.201663742031291	0.0	1.0	1.0
SCF:0000952	AC:000795	0	PDB_exact_pair_aggregate	20_30	protein_unseen_family_seen	0.14	0.22	-23.351027130845676	-24.394647146056588	23.351027130845676	24.394647146056588	2.0	0.0	15.242075605690586	15.295868143122716	0.0	1.0	1.0
SCF:0000961	AC:000800	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.45	0.17	-26.022428086270992	-22.064532261083997	26.022428086270992	22.064532261083997	16.0	1.0	14.752782676491881	15.062733400890076	1.0	0.0	1.0
SCF:0000963	AC:000803	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.72	0.73	-26.614320064916317	-27.46070316191882	26.614320064916317	27.46070316191882	385.0	1060.0	15.071702454233655	14.916713339586895	0.0	1.0	0.0
SCF:0000968	AC:000806	0	same_assembly_bridge	20_30	family_unseen	0.5	0.55	-23.276187933852974	-20.074797572426096	23.276187933852974	20.074797572426096	51.0	8.0	12.837481757147067	14.854807507649468	0.0	0.0	1.0
SCF:0000969	AC:000807	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.03	0.18	-28.77418688242553	-27.783256984438214	28.77418688242553	27.783256984438214	29.0	232.0	12.024909661241665	11.353749568184261	0.0	0.0	0.0
SCF:0000974	AC:000810	0	same_assembly_bridge	30_40	family_unseen	0.15	0.14	-30.531169358981735	-31.017291064708765	30.531169358981735	31.017291064708765	1410.0	1985.0	10.56150475382225	8.846366025903983	1.0	1.0	0.0
SCF:0000996	AC:000822	0	PDB_exact_pair_aggregate	40_50	train_eligible	0.2	0.24	-26.08670781442046	-28.054050660432676	26.08670781442046	28.054050660432676	272.0	432.0	11.071522428971255	10.202919782159402	0.0	1.0	0.0
SCF:0001018	AC:000837	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.68	0.06	-23.29825873838349	-25.790269856361682	23.29825873838349	25.790269856361682	0.0	0.0	14.13616539091492	13.861786160462296	1.0	1.0	0.5
SCF:0001025	AC:000841	1	same_assembly_bridge	20_30	family_unseen	0.47	0.38	-18.619740420310357	-28.87116116218834	18.619740420310357	28.87116116218834	88.0	3.0	14.424985451902922	14.48853183295797	1.0	1.0	1.0
SCF:0001030	AC:000844	0	same_assembly_bridge	30_40	train_eligible	0.58	0.24	-29.993033949836406	-29.586492503164756	29.993033949836406	29.586492503164756	836.0	114.0	10.58984498229998	11.232970883118014	1.0	0.0	1.0
SCF:0001033	AC:000847	0	PDB_exact_pair_aggregate	30_40	dropped_mixed_protein	0.17	0.13	-21.767114856469085	-24.809295616861565	21.767114856469085	24.809295616861565	298.0	155.0	9.010931367144359	11.107111441390515	1.0	1.0	1.0
SCF:0001045	AC:000859	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.1	0.11	-26.65820110403757	-28.429062895657623	26.65820110403757	28.429062895657623	33.0	56.0	12.283426359690855	12.208233022340242	0.0	1.0	0.0
SCF:0001049	AC:000862	0	PDB_exact_pair_aggregate	40_50	dropped_mixed_protein	0.06	0.09	-30.94692123549842	-30.204019541102472	30.94692123549842	30.204019541102472	865.0	537.0	9.606177902157555	9.989173556247591	0.0	0.0	1.0
SCF:0001053	AC:000869	0	PDB_exact_pair_aggregate	20_30	train_eligible	0.19	0.3	-28.961311283573647	-28.471500756871365	28.961311283573647	28.471500756871365	428.0	226.0	14.335803547907586	13.442657529749292	0.0	0.0	1.0
SCF:0001058	AC:000875	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.35	0.16	-27.874475452592296	-25.121460628163796	27.874475452592296	25.121460628163796	94.0	227.0	12.269752536083166	12.39107991478405	1.0	0.0	0.0
SCF:0001059	AC:000876	0	same_assembly_bridge	30_40	train_eligible	0.8	0.45	-17.482564083151352	-15.668364878226612	17.482564083151352	15.668364878226612	32.0	72.0	14.610931667419278	14.36995478143325	1.0	0.0	0.0
SCF:0001085	AC:000897	0	PDB_exact_pair_aggregate	20_30	family_unseen	0.3	0.15	-30.261213244502958	-30.539690566483813	30.261213244502958	30.539690566483813	1212.0	630.0	10.383893077807585	9.979782246810654	1.0	1.0	1.0
SCF:0001091	AC:000901	1	PDB_exact_pair_aggregate	40_50	train_eligible	0.15	0.21	-30.121627111176	-30.232872931053123	30.121627111176	30.232872931053123	5149.0	5625.0	6.8137590732341575	7.013285242116216	0.0	1.0	0.0
SCF:0001099	AC:000910	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.05	0.06	-25.98693490420806	-28.329335870057893	25.98693490420806	28.329335870057893	36.0	0.0	13.683673971580962	13.633201448060372	0.0	1.0	1.0
SCF:0001128	AC:000934	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.1	0.1	-30.30046752552981	-30.09318082352195	30.30046752552981	30.09318082352195	1060.0	986.0	10.969610070589834	10.990907142604305	0.5	0.0	1.0
SCF:0001147	AC:000957	0	PDB_exact_pair_aggregate	ge50	dropped_mixed_family	0.1	0.15	-27.800700561718692	-27.103693880976486	27.800700561718692	27.103693880976486	103.0	204.0	12.307530775544796	11.255422983037539	0.0	0.0	0.0
SCF:0001150	AC:000958	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.66	0.49	-17.148181439487267	-16.699901834562297	17.148181439487267	16.699901834562297	70.0	44.0	13.374403880907128	13.1034765129898	1.0	0.0	1.0
SCF:0001158	AC:000968	0	same_assembly_bridge	20_30	dropped_mixed_protein	0.23	0.1	-27.938951537097722	-28.884416689230427	27.938951537097722	28.884416689230427	1062.0	1060.0	10.038958800759817	9.247439821033232	1.0	1.0	1.0
SCF:0001173	AC:000982	0	PDB_exact_pair_aggregate	30_40	train_eligible	0.08	0.07	-29.28936223708239	-30.250150334222266	29.28936223708239	30.250150334222266	416.0	264.0	8.097550488960298	9.840963070633764	1.0	1.0	1.0
SCF:0001179	AC:000986	0	PDB_exact_pair_aggregate	30_40	family_unseen	0.06	0.08	-30.192545861460147	-30.903369764376542	30.192545861460147	30.903369764376542	10005.0	2067.0	8.165114926180282	9.784768607966235	0.0	1.0	1.0
