pair_id	score
NG:P01112|Q7Z6M1	0.43447516
NG:P01116|Q7L099	0.47464932
NG:P01135|Q969G9	0.48072326
NG:P01137|P36894	0.49457601
NG:P01236|P62937	0.37091762
NG:P01303|P61073	0.72932685
NG:P02545|P04792	0.54862695
NG:P02545|P31946	0.54005991
NG:P02545|P49069	0.64824456
NG:P02745|Q9NPY3	0.58412802
NG:P02765|Q9Y6Q1	0.59805077
NG:P03973|Q9NNX6	0.65796286
NG:P04003|P25445	0.63567722
NG:P04003|P25942	0.60448461
NG:P04003|P29965	0.61548939
NG:P04003|P48023	0.70280634
NG:P04141|P26951	0.65711683
NG:P05111|Q04771	0.61632296
NG:P05230|Q86XR8	0.20005531
NG:P05814|Q9NNX6	0.62518487
NG:P06493|P49207	0.33162944
NG:P06703|P23297	0.65490902
NG:P06729|P09326	0.48005440
NG:P06729|P13987	0.74837813
NG:P07196|P21246	0.44775044
NG:P07196|P26641	0.31029663
NG:P07196|P55854	0.37581650
NG:P07196|Q9H213	0.44864058
NG:P08047|Q9Y294	0.75657637
NG:P08174|P27918	0.58251262
NG:P08476|Q04771	0.42634401
NG:P08588|P24588	0.27856079
NG:P08700|P15509	0.71816293
NG:P10145|P61073	0.70186007
NG:P10147|P51677	0.81871977
NG:P10415|Q96CV9	0.27493367
NG:P11802|Q9UBD5	0.41748605
NG:P12645|P36894	0.40785314
NG:P12645|P98066	0.64104733
NG:P13236|P51677	0.81671655
NG:P15172|Q01105	0.67806837
NG:P15514|Q969F2	0.36938187
NG:P15531|Q00987	0.45361767
NG:P17036|P18847	0.55510741
NG:P17036|P18848	0.39764937
NG:P17036|P25963	0.39365621
NG:P17036|P31150	0.46383247
NG:P17036|P41240	0.58085710
NG:P17036|P62879	0.52154271
NG:P17036|Q16828	0.44846804
NG:P17036|Q68DY1	0.60816646
NG:P17036|Q70SY1	0.43464052
NG:P17036|Q8TAU0	0.73800102
NG:P17036|Q8TBX8	0.28988570
NG:P17036|Q92730	0.20303564
NG:P17036|Q92785	0.71341854
NG:P17036|Q93096	0.31854805
NG:P17036|Q9NQX6	0.69073036
NG:P17036|Q9UH92	0.46260610
NG:P17036|Q9UHR5	0.46523767
NG:P17036|Q9UHX1	0.54930692
NG:P17706|P31946	0.53379454
NG:P17980|Q16143	0.37029340
NG:P18847|P25963	0.57624319
NG:P18847|P31150	0.35778260
NG:P18847|P36915	0.54935135
NG:P18847|P41240	0.54662931
NG:P18847|P62879	0.46260877
NG:P18847|Q16828	0.62734157
NG:P18847|Q68DY1	0.51672777
NG:P18847|Q70SY1	0.69324947
NG:P18847|Q8TAU0	0.83117715
NG:P18847|Q8TBX8	0.35457785
NG:P18847|Q92730	0.44850499
NG:P18847|Q92785	0.73461843
NG:P18847|Q93096	0.41685996
NG:P18847|Q9H2S9	0.72767927
NG:P18847|Q9H6S3	0.54799695
NG:P18847|Q9H9D4	0.70123725
NG:P18847|Q9NQX6	0.55563834
NG:P18847|Q9UH92	0.64080557
NG:P18847|Q9UHR5	0.49225192
NG:P18847|Q9UHX1	0.36372351
NG:P18848|P31150	0.37420056
NG:P18848|P36915	0.52845297
NG:P18848|P41240	0.46083526
NG:P18848|P62879	0.45968035
NG:P18848|Q02535	0.73769176
NG:P18848|Q14192	0.40921872
NG:P18848|Q16828	0.50589682
NG:P18848|Q68DY1	0.40275657
NG:P18848|Q70SY1	0.61499456
NG:P18848|Q8TAU0	0.82548544
NG:P18848|Q8TBX8	0.39947413
NG:P18848|Q92730	0.30677752
NG:P18848|Q92785	0.81779978
NG:P18848|Q93096	0.29379226
NG:P18848|Q9H2S9	0.71812539
NG:P18848|Q9NQX6	0.45045958
NG:P18848|Q9UH92	0.55662732
NG:P18848|Q9UHR5	0.64497414
NG:P18848|Q9UHX1	0.48913385
NG:P19544|Q15942	0.51650222
NG:P20226|Q99626	0.81210402
NG:P20338|Q8NEU8	0.45648723
NG:P20338|Q9UKG1	0.41191993
NG:P21246|P26641	0.36547924
NG:P21246|P55854	0.22018189
NG:P21246|Q16891	0.45319136
NG:P21246|Q5T3J3	0.39830523
NG:P21246|Q7L311	0.45499791
NG:P21246|Q9H213	0.36246802
NG:P22003|P36894	0.53453876
NG:P23297|P31949	0.61440626
NG:P24385|Q9UBD5	0.72581269
NG:P24941|Q9UBD5	0.54901609
NG:P25100|P41220	0.43394519
NG:P25963|P31150	0.59383193
NG:P25963|P36915	0.71528827
NG:P25963|P41240	0.67846376
NG:P25963|P62879	0.58668691
NG:P25963|Q02535	0.67774040
NG:P25963|Q14192	0.40987060
NG:P25963|Q16828	0.62226567
NG:P25963|Q68DY1	0.44412354
NG:P25963|Q70SY1	0.57898970
NG:P25963|Q8TAU0	0.65623022
NG:P25963|Q8TBX8	0.48676810
NG:P25963|Q92730	0.40597962
NG:P25963|Q92785	0.60219498
NG:P25963|Q93096	0.51531688
NG:P25963|Q9NQX6	0.46075002
NG:P25963|Q9UH92	0.52977738
NG:P25963|Q9UHR5	0.41597142
NG:P25963|Q9UHX1	0.44076950
NG:P26641|P55854	0.49561241
NG:P26641|Q8N2W9	0.42683558
NG:P26641|Q9H213	0.42150361
NG:P27361|Q9H2B2	0.19210476
NG:P28328|P56589	0.68891727
NG:P28328|Q92968	0.76690820
NG:P28328|Q9Y5Y5	0.88574069
NG:P31150|P41240	0.38109240
NG:P31150|P62879	0.48699364
NG:P31150|Q02535	0.23333053
NG:P31150|Q14192	0.45384365
NG:P31150|Q16828	0.59044547
NG:P31150|Q68DY1	0.43131804
NG:P31150|Q70SY1	0.37645146
NG:P31150|Q8TAU0	0.19880170
NG:P31150|Q8TBX8	0.50982580
NG:P31150|Q92730	0.36234564
NG:P31150|Q92785	0.44622658
NG:P31150|Q93096	0.53148467
NG:P31150|Q9NQX6	0.48931470
NG:P31150|Q9UDV6	0.33736084
NG:P31150|Q9UH92	0.36619596
NG:P31150|Q9UHR5	0.54446465
NG:P31150|Q9UHX1	0.41794491
NG:P35368|P41220	0.49441870
NG:P36897|Q13347	0.28154281
NG:P36915|P62879	0.57391663
NG:P36915|Q02535	0.58341960
NG:P36915|Q14192	0.26936599
NG:P36915|Q16828	0.58154136
NG:P36915|Q8TAU0	0.44386254
NG:P36915|Q92730	0.34417852
NG:P36915|Q92785	0.66922302
NG:P36915|Q9UH92	0.48772608
NG:P36915|Q9UHR5	0.58203296
NG:P37840|P43004	0.49059921
NG:P41240|P62879	0.27598040
NG:P41240|Q16828	0.79495272
NG:P41240|Q68DY1	0.61351105
NG:P41240|Q70SY1	0.47757924
NG:P41240|Q8TAU0	0.29795776
NG:P41240|Q8TBX8	0.61791748
NG:P41240|Q92730	0.60251922
NG:P41240|Q92785	0.28060694
NG:P41240|Q93096	0.57294426
NG:P41240|Q9NQX6	0.61168939
NG:P41240|Q9UH92	0.56848130
NG:P41240|Q9UHR5	0.20993610
NG:P41240|Q9UHX1	0.27529706
NG:P42224|Q8TAE8	0.06276856
NG:P42229|Q8TAE8	0.10833283
NG:P42771|Q9UBD5	0.41042198
NG:P43004|Q15050	0.01573637
NG:P45983|Q9BUB5	0.58490738
NG:P46108|Q9H2B2	0.49736671
NG:P48729|Q96EV8	0.44171152
NG:P48729|Q9BQY9	0.50274866
NG:P48730|Q96EV8	0.41602191
NG:P49459|Q9NW38	0.57403773
NG:P49674|Q96EV8	0.40413533
NG:P50148|P63244	0.28365247
NG:P51149|Q7L099	0.37774308
NG:P51149|Q7Z6M1	0.35985338
NG:P51149|Q8NEU8	0.30118835
NG:P51149|Q9UKG1	0.30570673
NG:P51452|Q86Y07	0.54038552
NG:P51693|P55854	0.36249566
NG:P51693|Q9H213	0.43458878
NG:P51965|P63165	0.65387302
NG:P55209|P61073	0.26159638
NG:P55854|Q16891	0.35977077
NG:P55854|Q5T3J3	0.35540036
NG:P55854|Q7L311	0.40451725
NG:P55854|Q9H213	0.45832602
NG:P55854|Q9UKY1	0.51452825
NG:P59190|Q9UJ41	0.42880963
NG:P61626|Q9NNX6	0.74634999
NG:P62312|Q9Y333	0.94267944
NG:P62312|Q9Y4Z0	0.91308254
NG:P62491|Q8NEU8	0.46886200
NG:P62491|Q9UKG1	0.47167763
NG:P62826|Q7L099	0.29498246
NG:P62879|Q14192	0.26623565
NG:P62879|Q16828	0.48704184
NG:P62879|Q68DY1	0.52200489
NG:P62879|Q70SY1	0.49831365
NG:P62879|Q8TAU0	0.50425644
NG:P62879|Q8TBX8	0.36669829
NG:P62879|Q92730	0.33617895
NG:P62879|Q92785	0.54690054
NG:P62879|Q93096	0.34460485
NG:P62879|Q9H2S9	0.54937284
NG:P62879|Q9NQX6	0.53285359
NG:P62879|Q9UDV6	0.44563569
NG:P62879|Q9UH92	0.47309713
NG:P62879|Q9UHR5	0.66286161
NG:P62879|Q9UHX1	0.53633333
NG:P63092|P63244	0.38955998
NG:P63096|P63244	0.38130675
NG:P63146|P63165	0.63008442
NG:P63165|Q16763	0.48670446
NG:P63165|Q9Y2Q3	0.37860258
NG:P63167|Q7LDG7	0.48987250
NG:P67775|Q92572	0.57745833
NG:P84103|Q02040	0.47696814
NG:Q00526|Q9UBD5	0.45989061
NG:Q01081|Q02040	0.65616200
NG:Q01130|Q02040	0.45385960
NG:Q02535|Q16828	0.67297173
NG:Q02535|Q70SY1	0.80579589
NG:Q02535|Q8TAU0	0.81379616
NG:Q02535|Q8TBX8	0.29507296
NG:Q02535|Q92785	0.61535805
NG:Q02535|Q93096	0.40133898
NG:Q02535|Q9H2S9	0.85268418
NG:Q02535|Q9H6S3	0.62318116
NG:Q02535|Q9NQX6	0.55184532
NG:Q02535|Q9UDV6	0.71273125
NG:Q02535|Q9UHR5	0.34835350
NG:Q04771|Q13347	0.29538415
NG:Q06265|Q5RKV6	0.35913175
NG:Q06265|Q96B26	0.57693800
NG:Q06265|Q99547	0.47538077
NG:Q06265|Q9NQT4	0.69702431
NG:Q06265|Q9Y3B2	0.58805887
NG:Q06330|Q92769	0.69597578
NG:Q06587|Q92769	0.76723195
NG:Q13485|Q15583	0.72403425
NG:Q13547|Q9UBP5	0.68230246
NG:Q13642|Q14192	0.47574410
NG:Q13642|Q5TD97	0.50350368
NG:Q14186|Q8TAK5	0.60485250
NG:Q14192|Q16828	0.57215019
NG:Q14192|Q70SY1	0.46904873
NG:Q14192|Q8TAU0	0.41483921
NG:Q14192|Q8TBX8	0.40416425
NG:Q14192|Q92730	0.22874322
NG:Q14192|Q93096	0.41589810
NG:Q14192|Q9H6S3	0.44792409
NG:Q14192|Q9UH92	0.50718469
NG:Q14209|Q8TAK5	0.67532465
NG:Q15080|Q86UR1	0.43047721
NG:Q15329|Q8TAK5	0.60874266
NG:Q15466|Q92786	0.65998599
NG:Q16254|Q56P03	0.81030143
NG:Q16254|Q8TAK5	0.63619765
NG:Q16384|Q96QF0	0.37152905
NG:Q16384|Q9Y2D8	0.59984897
NG:Q16828|Q68DY1	0.36263969
NG:Q16828|Q70SY1	0.59415380
NG:Q16828|Q8TAU0	0.55914694
NG:Q16828|Q8TBX8	0.58890217
NG:Q16828|Q92730	0.57481325
NG:Q16828|Q92785	0.51273489
NG:Q16828|Q93096	0.66819614
NG:Q16828|Q9H2S9	0.60327930
NG:Q16828|Q9NQX6	0.42307446
NG:Q16828|Q9UH92	0.58037284
NG:Q16828|Q9UHR5	0.39150671
NG:Q16828|Q9UHX1	0.30107574
NG:Q16891|Q9H213	0.31666121
NG:Q5RKV6|Q99547	0.37230809
NG:Q5RKV6|Q9NPD3	0.33088330
NG:Q5T3J3|Q9H213	0.33705832
NG:Q68DY1|Q8TAU0	0.72058607
NG:Q68DY1|Q8TBX8	0.25893055
NG:Q68DY1|Q92730	0.19100265
NG:Q68DY1|Q92785	0.74517705
NG:Q68DY1|Q93096	0.25315110
NG:Q68DY1|Q9NQX6	0.68278469
NG:Q68DY1|Q9UH92	0.45256533
NG:Q68DY1|Q9UHR5	0.50877680
NG:Q70SY1|Q8TAU0	0.83041037
NG:Q70SY1|Q8TBX8	0.38548740
NG:Q70SY1|Q92785	0.76891188
NG:Q70SY1|Q9NQX6	0.44385787
NG:Q70SY1|Q9UH92	0.62810288
NG:Q70SY1|Q9UHR5	0.62278372
NG:Q7L311|Q9H213	0.50967935
NG:Q8TAU0|Q8TBX8	0.27997149
NG:Q8TAU0|Q92730	0.26931279
NG:Q8TAU0|Q92785	0.82435161
NG:Q8TAU0|Q93096	0.30948463
NG:Q8TAU0|Q9H2S9	0.91437368
NG:Q8TAU0|Q9NQX6	0.74642176
NG:Q8TAU0|Q9UH92	0.57645492
NG:Q8TAU0|Q9UHR5	0.58612668
NG:Q8TAU0|Q9UHX1	0.46313217
NG:Q8TBX8|Q92730	0.36073289
NG:Q8TBX8|Q92785	0.44655062
NG:Q8TBX8|Q93096	0.40767382
NG:Q8TBX8|Q9H2S9	0.38988558
NG:Q8TBX8|Q9NQX6	0.33704428
NG:Q8TBX8|Q9UDV6	0.26390648
NG:Q8TBX8|Q9UH92	0.38474036
NG:Q8TBX8|Q9UHR5	0.31498795
NG:Q8TBX8|Q9UHX1	0.32112664
NG:Q92730|Q92785	0.25240405
NG:Q92730|Q93096	0.36632555
NG:Q92730|Q9H2S9	0.27289659
NG:Q92730|Q9H6S3	0.46915233
NG:Q92730|Q9H9D4	0.28142416
NG:Q92730|Q9NQX6	0.22129113
NG:Q92730|Q9UH92	0.42633838
NG:Q92730|Q9UHR5	0.15458375
NG:Q92730|Q9UHX1	0.21736774
NG:Q92785|Q93096	0.26786241
NG:Q92785|Q9H2S9	0.81007644
NG:Q92785|Q9NQX6	0.77371051
NG:Q92785|Q9UH92	0.48882480
NG:Q92785|Q9UHR5	0.86835712
NG:Q92785|Q9UHX1	0.53416408
NG:Q92968|Q9Y5Y5	0.87462133
NG:Q93096|Q9H2S9	0.42829346
NG:Q93096|Q9H6S3	0.43963303
NG:Q93096|Q9H9D4	0.51370055
NG:Q93096|Q9NQX6	0.29018556
NG:Q93096|Q9UH92	0.47837047
NG:Q93096|Q9UHR5	0.35737633
NG:Q93096|Q9UHX1	0.27178029
NG:Q96QF0|Q99909	0.44035820
NG:Q99547|Q9NQT4	0.38149202
NG:Q9H2S9|Q9UH92	0.60483619
NG:Q9H2S9|Q9UHR5	0.64545294
NG:Q9H6S3|Q9UH92	0.50407835
NG:Q9H9D4|Q9UH92	0.57417374
NG:Q9NPD3|Q9NQT4	0.61904607
NG:Q9NQX6|Q9UH92	0.49996172
NG:Q9NQX6|Q9UHR5	0.53751947
NG:Q9NZM6|Q9Y3M2	0.31091748
NG:Q9UBB5|Q9UJW3	0.49996649
NG:Q9UDV6|Q9UH92	0.55437969
NG:Q9UH92|Q9UHX1	0.27185477
NG:Q9Y4Y9|Q9Y4Z0	0.91625913
PN6:0001	0.55257913
PN6:0003	0.77154571
PN6:0004	0.70692268
PN6:0005	0.60204455
PN6:0006	0.34890083
PN6:0007	0.73743969
PN6:0009	0.57337682
PN6:0012	0.50136980
PN6:0013	0.45130382
PN6:0014	0.33139552
PN6:0015	0.60513492
PN6:0017	0.44403733
PN6:0019	0.40595455
PN6:0021	0.48210606
PN6:0023	0.59228375
PN6:0024	0.62704850
PN6:0026	0.72897995
PN6:0027	0.47514519
PN6:0028	0.31911965
PN6:0030	0.60407119
PN6:0031	0.11968510
PN6:0035	0.52206566
PN6:0037	0.13371749
PN6:0039	0.69162073
PN6:0045	0.67412178
PN6:0047	0.04422970
PN6:0052	0.37558499
PN6:0054	0.18027488
PN6:0058	0.27591106
PN6:0073	0.70446343
PN6:0086	0.63365987
PN6:0122	0.62876432
PN6:0124	0.60286019
PN6:0126	0.71893533
PN6:0127	0.58669889
PN6:0129	0.37751600
PN6:0132	0.55789255
PN6:0133	0.65352085
PN6:0134	0.39042439
PN6:0135	0.59947792
PN6:0142	0.49550336
PN6:0148	0.62539056
PN6:0149	0.42476281
PN6:0151	0.53726100
PN6:0152	0.27388611
PN6:0153	0.30891515
PN6:0154	0.42786001
PN6:0155	0.42877287
PN6:0156	0.51207529
PN6:0157	0.28387416
PN6:0161	0.45264812
PN6:0162	0.57135113
PN6:0164	0.48044379
PN6:0168	0.43342058
PN6:0169	0.52130604
PN6:0170	0.18772920
PN6:0171	0.62068278
PN6:0173	0.70663035
PN6:0174	0.65399187
PN6:0176	0.77987698
PN6:0177	0.49515686
PN6:0179	0.45044211
PN6:0187	0.53091406
PN6:0190	0.35680477
PN6:0191	0.29030241
PN6:0193	0.90041274
PN6:0197	0.76554992
PN6:0210	0.74897078
PN6:0219	0.41016873
PN6:0355	0.52086555
PN6:0360	0.42371091
PN6:0361	0.50292896
PN6:0363	0.26663343
PN6:0365	0.40788234
PN6:0366	0.45963741
PN6:0372	0.46093156
PN6:0381	0.47585994
PN6:0386	0.62922175
PN6:0389	0.61510318
PN6:0391	0.57236019
PN6:0393	0.20690861
PN6:0396	0.72132642
PN6:0397	0.43718591
PN6:0398	0.43365880
PN6:0399	0.40393809
PN6:0406	0.49604226
PN6:0411	0.64021575
PN6:0412	0.56761815
PN6:0413	0.44723846
PN6:0418	0.33026209
PN6:0432	0.18418504
PN6:0434	0.81063372
PN6:0440	0.49286317
PN6:0441	0.49045873
PN6:0442	0.22130349
PN6:0444	0.74426904
PN6:0460	0.47278025
PN6:0461	0.38733293
PN6:0465	0.79004008
PN6:0467	0.61719786
PN6:0469	0.44149089
PN6:0478	0.52393613
PN6:0490	0.89148440
PN6:0499	0.53347099
SP:0000001	0.92909855
SP:0000003	0.47210931
SP:0000004	0.94604203
SP:0000005	0.98987773
SP:0000007	0.63972472
SP:0000008	0.92819997
SP:0000009	0.27843107
SP:0000010	0.99240810
SP:0000011	0.83583841
SP:0000012	0.96019808
SP:0000013	0.34249460
SP:0000014	0.92762888
SP:0000015	0.81927571
SP:0000017	0.84221089
SP:0000018	0.47732939
SP:0000020	0.56803386
SP:0000023	0.78255699
SP:0000024	0.72330344
SP:0000025	0.65132400
SP:0000026	0.76774049
SP:0000027	0.70364413
SP:0000028	0.71215993
SP:0000030	0.92269540
SP:0000031	0.75994849
SP:0000032	0.50931810
SP:0000034	0.64012924
SP:0000035	0.99484903
SP:0000036	0.60901415
SP:0000037	0.90167245
SP:0000039	0.67473897
SP:0000040	0.39506501
SP:0000041	0.53321593
SP:0000042	0.27358924
SP:0000043	0.92771451
SP:0000044	0.72802505
SP:0000045	0.26312477
SP:0000046	0.71768963
SP:0000047	0.61529234
SP:0000048	0.91383123
SP:0000049	0.56318575
SP:0000050	0.86823726
SP:0000051	0.51610881
SP:0000052	0.31450351
SP:0000053	0.69587531
SP:0000055	0.96378137
SP:0000056	0.92755630
SP:0000059	0.78020829
SP:0000060	0.81522558
SP:0000061	0.82671058
SP:0000062	0.68224880
SP:0000063	0.72288796
SP:0000065	0.90500230
SP:0000066	0.79771218
SP:0000067	0.43292316
SP:0000068	0.95802889
SP:0000069	0.93850863
SP:0000071	0.97416013
SP:0000072	0.77358353
SP:0000073	0.83163041
SP:0000074	0.65199086
SP:0000075	0.51513774
SP:0000076	0.63659483
SP:0000077	0.45220825
SP:0000078	0.55019092
SP:0000079	0.41588633
SP:0000082	0.72962564
SP:0000083	0.94040909
SP:0000084	0.58442786
SP:0000085	0.63275037
SP:0000088	0.89570901
SP:0000089	0.90774244
SP:0000090	0.58240981
SP:0000092	0.23876791
SP:0000093	0.68021369
SP:0000096	0.78727702
SP:0000097	0.44210226
SP:0000098	0.34446009
SP:0000099	0.87877319
SP:0000100	0.77655322
SP:0000101	0.96488022
SP:0000102	0.92520859
SP:0000103	0.60148097
SP:0000104	0.57123819
SP:0000106	0.53212096
SP:0000107	0.25084795
SP:0000108	0.75179496
SP:0000109	0.78897670
SP:0000110	0.66729516
SP:0000111	0.95507669
SP:0000114	0.53695512
SP:0000116	0.72362707
SP:0000117	0.48189692
SP:0000118	0.98233977
SP:0000119	0.18602884
SP:0000120	0.85488904
SP:0000121	0.84142760
SP:0000122	0.42159993
SP:0000125	0.47591619
SP:0000126	0.97955161
SP:0000127	0.82070970
SP:0000128	0.55473651
SP:0000130	0.84367120
SP:0000131	0.40046387
SP:0000132	0.46185974
SP:0000133	0.96479511
SP:0000134	0.77785730
SP:0000136	0.51885262
SP:0000137	0.58991856
SP:0000138	0.81744740
SP:0000139	0.93305083
SP:0000140	0.94235065
SP:0000141	0.92648825
SP:0000142	0.98721463
SP:0000143	0.36798958
SP:0000144	0.88187063
SP:0000145	0.97431532
SP:0000146	0.70728493
SP:0000147	0.35555918
SP:0000149	0.40686586
SP:0000150	0.89347109
SP:0000151	0.60069635
SP:0000152	0.76424348
SP:0000153	0.91104249
SP:0000155	0.97189223
SP:0000156	0.20856695
SP:0000157	0.82007184
SP:0000158	0.65038577
SP:0000159	0.76981026
SP:0000160	0.50249043
SP:0000161	0.41433489
SP:0000162	0.70563765
SP:0000163	0.94470852
SP:0000165	0.52887080
SP:0000166	0.99709934
SP:0000168	0.87654251
SP:0000169	0.88956347
SP:0000170	0.76336622
SP:0000171	0.62786535
SP:0000172	0.97718841
SP:0000173	0.54672701
SP:0000174	0.98567766
SP:0000175	0.99884098
SP:0000176	0.36790999
SP:0000177	0.33330055
SP:0000178	0.30888546
SP:0000179	0.64179114
SP:0000180	0.87803897
SP:0000181	0.35611272
SP:0000182	0.99417370
SP:0000183	0.97485482
SP:0000185	0.88230177
SP:0000189	0.42611536
SP:0000190	0.32397275
SP:0000192	0.99701220
SP:0000193	0.68838332
SP:0000195	0.97319168
SP:0000196	0.48650653
SP:0000197	0.63391704
SP:0000198	0.95812851
SP:0000199	0.58656597
SP:0000201	0.75863749
SP:0000203	0.61326590
SP:0000204	0.96103117
SP:0000205	0.35520455
SP:0000206	0.96559298
SP:0000207	0.80561518
SP:0000209	0.51584017
SP:0000210	0.45471010
SP:0000211	0.82455042
SP:0000212	0.65987444
SP:0000213	0.81133929
SP:0000215	0.28965156
SP:0000216	0.66491778
SP:0000217	0.96211738
SP:0000218	0.71787534
SP:0000219	0.65033391
SP:0000220	0.44980164
SP:0000221	0.98559747
SP:0000222	0.61480679
SP:0000223	0.92929193
SP:0000224	0.49451787
SP:0000225	0.63966665
SP:0000226	0.72466543
SP:0000227	0.53498364
SP:0000229	0.29288993
SP:0000231	0.18543740
SP:0000232	0.68815422
SP:0000233	0.37905175
SP:0000234	0.86501166
SP:0000235	0.70467436
SP:0000236	0.66725817
SP:0000237	0.87287381
SP:0000239	0.64344874
SP:0000240	0.26158498
SP:0000241	0.54384756
SP:0000242	0.53026493
SP:0000243	0.49192397
SP:0000244	0.54705642
SP:0000245	0.67236106
SP:0000246	0.71774164
SP:0000247	0.55180947
SP:0000248	0.64200838
SP:0000249	0.83368417
SP:0000250	0.58819775
SP:0000252	0.39713113
SP:0000254	0.53964803
SP:0000255	0.52436427
SP:0000257	0.52506318
SP:0000258	0.52462453
SP:0000260	0.29480791
SP:0000261	0.66006280
SP:0000262	0.49331882
SP:0000263	0.68296278
SP:0000264	0.51620673
SP:0000265	0.67032782
SP:0000266	0.46497840
SP:0000267	0.52242575
SP:0000268	0.59424141
SP:0000269	0.76628571
SP:0000270	0.96069867
SP:0000271	0.79278749
SP:0000273	0.50251872
SP:0000274	0.77449843
SP:0000275	0.93032727
SP:0000276	0.65744966
SP:0000277	0.84375707
SP:0000279	0.69709042
SP:0000282	0.49844405
SP:0000285	0.85572710
SP:0000286	0.78472963
SP:0000287	0.97755921
SP:0000288	0.71542069
SP:0000289	0.49938130
SP:0000291	0.99682510
SP:0000292	0.26085716
SP:0000293	0.96300678
SP:0000294	0.47852227
SP:0000296	0.99277270
SP:0000297	0.71341759
SP:0000298	0.28061043
SP:0000299	0.62366966
SP:0000300	0.87217792
SP:0000302	0.98730469
SP:0000303	0.99651280
SP:0000304	0.96520209
SP:0000305	0.64149422
SP:0000306	0.99858618
SP:0000307	0.65524512
SP:0000308	0.91388437
SP:0000311	0.99226993
SP:0000312	0.64014885
SP:0000313	0.44152954
SP:0000314	0.73634606
SP:0000315	0.77122471
SP:0000317	0.74963010
SP:0000318	0.71574616
SP:0000320	0.32339884
SP:0000321	0.50149685
SP:0000322	0.91497558
SP:0000323	0.49735593
SP:0000325	0.92746760
SP:0000326	0.89628908
SP:0000327	0.56394781
SP:0000328	0.95116140
SP:0000330	0.40679706
SP:0000335	0.89840558
SP:0000336	0.15635162
SP:0000337	0.49513377
SP:0000338	0.30326216
SP:0000339	0.56365969
SP:0000340	0.60802885
SP:0000341	0.90248206
SP:0000342	0.92634573
SP:0000344	0.45548370
SP:0000346	0.92116350
SP:0000347	0.45159449
SP:0000348	0.52553931
SP:0000349	0.52454646
SP:0000352	0.45458017
SP:0000354	0.94864577
SP:0000355	0.48631855
SP:0000356	0.49868263
SP:0000357	0.90937221
SP:0000360	0.94952441
SP:0000361	0.58374013
SP:0000362	0.94176390
SP:0000363	0.99872469
SP:0000364	0.99082888
SP:0000365	0.62992407
SP:0000366	0.88271414
SP:0000367	0.48322127
SP:0000368	0.58066394
SP:0000369	0.99424419
SP:0000370	0.63611637
SP:0000371	0.52518546
SP:0000372	0.70599749
SP:0000373	0.78247854
