triplet_id	split	internal_dev	ac_id	anchor	c	d	fam_a	fam_c	fam_d	pdb_id	pdb_count	stratum	replicated_noncontact
SCF:0001148	dropped_pdb_overlap	0	AC:000957	P12352	Q75VY9	P12356	A0A4V8H007	I0YPL4	P12356	7bgi	6	11_24	1
SCF:0001149	dropped_pdb_overlap	0	AC:000957	Q75VY9	P12352	P14225	I0YPL4	A0A4V8H007	P14225	7bgi	6	11_24	1
SCF:0001155	dropped_pdb_overlap	0	AC:000965	E3UIU9	E3UIU1	E3UIU0	Q85FP8	T1RIQ1	A0T0M8	9kc5	1	11_24	0
SCF:0001207	dropped_pdb_overlap	0	AC:001010	Q6PIL8	S6C4R2	Q8N355	Q8TCD0	S6C4S0	G0YP42	5w1k	1	3_10	0
SCF:0001208	dropped_pdb_overlap	0	AC:001010	Q6PIL8	S6C4R2	S6B291	Q8TCD0	S6C4S0	Q6N030	5w1k	1	3_10	0
SCF:0001210	dropped_pdb_overlap	0	AC:001010	S6C4R2	Q6PIL8	Q7Z3Y4	S6C4S0	Q8TCD0	Q8TCD0	5w1k	1	3_10	0
SCF:0001274	dropped_pdb_overlap	0	AC:001075	Q83ES8	Q83ER2	Q83AX9	P17291	Q83ER2	C3SRY2	9t0z	3	11_24	1
SCF:0001514	dropped_pdb_overlap	0	AC:001304	Q00914	P14225	P12352	A0A4V8H005	P14225	A0A4V8H007	7bgi	16	11_24	1
SCF:0001574	dropped_pdb_overlap	0	AC:001354	A0AAN0Y103	A0AAN0Y004	A0AAN0Y0L1	C3SRY2	Q50296	P0AG59	9h90	1	11_24	0
SCF:0001751	dropped_pdb_overlap	0	AC:001508	P80372	P80376	P80374	P80372	Q50296	C3SRY2	1ibk	398	11_24	1
SCF:0002082	dropped_pdb_overlap	0	AC:001795	Q8YQ35	P58565	P58576	Q55274	T1RIQ1	A0T0M8	7y3f	1	11_24	0
SCF:0002198	dropped_pdb_overlap	0	AC:001902	A0A4V8H010	A0A4V8H006	A0A4V8GZZ5	E9NPX1	A5Z2K3	A8IL32	6igz	3	11_24	1
SCF:0002343	dropped_pdb_overlap	0	AC:002027	A0A4X1VTX4	A0A8D1AQR7	A0A4X1VEK9	O81098	A0A8D1AQR7	A0A4X1VEK9	9mlc	1	11_24	0
SCF:0002400	dropped_pdb_overlap	0	AC:002090	A0A8D0TE17	A0A4X1VTX4	I3LSI7	A0A8D0TE17	O81098	O81098	9mlc	1	11_24	0
SCF:0002622	dropped_pdb_overlap	0	AC:002304	C3SQY7	C3SQX2	P62399	P0AG63	P80372	P62399	9sx2	12	11_24	1
SCF:0002627	dropped_pdb_overlap	0	AC:002312	P19052	P12239	P19054	P14835	P12239	P19054	7eda	46	11_24	1
SCF:0002711	dropped_pdb_overlap	0	AC:002387	P21465	P12879	P21469	P80372	Q2FW20	P17291	8cec	21	11_24	1
SCF:0002712	dropped_pdb_overlap	0	AC:002387	P21465	P12879	P20282	P80372	Q2FW20	B7IA17	8cec	21	11_24	1
SCF:0002879	dropped_pdb_overlap	0	AC:002547	C4QWA8	C4R4Y0	C4QZQ7	P40422	A0A7M4DUC2	I3LGP4	8yfq	7	11_24	1
SCF:0002981	dropped_pdb_overlap	0	AC:002645	A0A2X1PQW4	C3SR57	B7MCR3	P0AG59	Q50296	Q50296	9sx2	5	11_24	1
SCF:0002982	dropped_pdb_overlap	0	AC:002645	A0A2X1PQW4	C3SR57	A7ZSI6	P0AG59	Q50296	Q50296	9sx2	5	11_24	1
SCF:0002983	dropped_pdb_overlap	0	AC:002645	A0A2X1PQW4	C3SR57	C3SQT7	P0AG59	Q50296	P21471	9sx2	5	11_24	1
SCF:0003293	dropped_pdb_overlap	0	AC:002987	A0QSL6	A0QSL5	A0R549	Q50296	B7IA17	A0R7F7	8yp6	19	11_24	1
SCF:0003300	dropped_pdb_overlap	0	AC:002989	E1C9K8	E1C9L0	D5MAL3	E1C9K8	Q55329	Q55329	3lw5	1	11_24	0
SCF:0000141	dropped_pdb_overlap	0	AC:000126	A0A4V8GZZ7	A0A4V8GZZ6	A0A4V8H001	Q84Y02	Q7DM26	Q75VY8	6igz	1	11_24	0
SCF:0000768	dropped_pdb_overlap	0	AC:000641	I0YQ46	I0Z2Y0	I0Z7A7	Q84Y02	Q75VY8	Q75VY8	9kqp	2	11_24	1
SCF:0000769	dropped_pdb_overlap	0	AC:000641	I0YQ46	I0Z2Y0	I0YQ44	Q84Y02	Q75VY8	Q84Y02	9kqp	2	11_24	1
SCF:0000770	dropped_pdb_overlap	0	AC:000641	I0YQ46	I0Z2Y0	I0YQ45	Q84Y02	Q75VY8	Q7DM26	9kqp	2	11_24	1
SCF:0000771	dropped_pdb_overlap	0	AC:000641	I0Z2Y0	I0YQ46	I0Z7A6	Q75VY8	Q84Y02	Q75VY8	9kqp	2	11_24	1
SCF:0002337	dropped_pdb_overlap	0	AC:002025	Q75VY7	Q75VY8	Q75VZ0	Q84Y02	Q75VY8	Q75VY8	6ijj	15	11_24	1
SCF:0002338	dropped_pdb_overlap	0	AC:002025	Q75VY7	Q75VY8	Q05093	Q84Y02	Q75VY8	Q7DM26	6ijj	15	11_24	1
SCF:0002339	dropped_pdb_overlap	0	AC:002025	Q75VY7	Q75VY8	Q75VY4	Q84Y02	Q75VY8	Q84Y02	6ijj	15	11_24	1
SCF:0002340	dropped_pdb_overlap	0	AC:002025	Q75VY8	Q75VY7	Q75VY4	Q75VY8	Q84Y02	Q84Y02	6ijj	15	11_24	1
SCF:0002341	dropped_pdb_overlap	0	AC:002025	Q75VY8	Q75VY7	Q84Y02	Q75VY8	Q84Y02	Q84Y02	6ijj	15	11_24	1
