triplet_id	split	internal_dev	ac_id	anchor	c	d	fam_a	fam_c	fam_d	pdb_id	pdb_count	stratum	replicated_noncontact
SCF:0000052	train_eligible	0	AC:000046	A0QVB8	A0R550	A0QSP9	A0QVB8	P0AG59	A0QSP9	8wif	5	11_24	1
SCF:0000053	train_eligible	0	AC:000046	A0R550	A0QVB8	A0QSD7	P0AG59	A0QVB8	P80372	8wif	5	11_24	1
SCF:0000054	train_eligible	0	AC:000048	Q2G111	Q2G2Q1	Q2G2Q4	A0A2V3DLV3	Q2G2Q1	Q2G2Q4	8bh7	16	11_24	1
SCF:0000055	train_eligible	0	AC:000048	Q2G2Q1	Q2G111	Q2FW10	Q2G2Q1	A0A2V3DLV3	A0QSD5	8bh7	16	11_24	1
SCF:0000058	train_eligible	0	AC:000050	P21471	P21476	P21473	P21471	A0QSD5	Q2G2Q1	8cdv	22	11_24	1
SCF:0000059	train_eligible	0	AC:000050	P21471	P21476	P21468	P21471	A0QSD5	P21468	8cdv	22	11_24	1
SCF:0000060	train_eligible	1	AC:000050	P21471	P21476	P21472	P21471	A0QSD5	P21472	8cdv	22	11_24	1
SCF:0000061	train_eligible	0	AC:000050	P21476	P21471	P12874	A0QSD5	P21471	P0AG63	8cdv	22	11_24	1
SCF:0000069	train_eligible	0	AC:000056	P29256	P09192	Q55274	P29256	D0VWR8	Q55274	8am5	1	11_24	0
SCF:0000071	train_eligible	0	AC:000057	C4R3Z5	C4R5R1	C4R370	C4R3Z5	C4R5R1	F2QUC3	8yfq	2	11_24	1
SCF:0000075	train_eligible	0	AC:000063	O19882	O19928	Q9TM46	P12240	Q8DIQ1	D0VWR7	4yuu	1	11_24	0
SCF:0000077	train_eligible	0	AC:000068	O94646	O94376	O13964	O94646	O94376	O13964	5n9j	2	11_24	1
SCF:0000078	train_eligible	0	AC:000068	O94646	O94376	O14010	O94646	O94376	O14010	5n9j	2	11_24	1
SCF:0000081	train_eligible	0	AC:000074	G0RZG4	G0SCD1	G0SC21	G0RZG4	G0SCD1	G0SC21	8r1o	2	3_10	1
SCF:0000082	train_eligible	0	AC:000074	G0RZG4	G0SCD1	P0CT46	G0RZG4	G0SCD1	P0CT46	8r1o	2	3_10	1
SCF:0000083	train_eligible	0	AC:000074	G0SCD1	G0RZG4	G0S1P1	G0SCD1	G0RZG4	G0S1P1	8r1o	2	3_10	1
SCF:0000084	train_eligible	0	AC:000077	A8IH07	A8IJY7	A8IL21	A8IH07	A8IJY7	A8IL21	7ekq	1	11_24	0
SCF:0000085	train_eligible	0	AC:000077	A8IH07	A8IJY7	A8INX1	A8IH07	A8IJY7	A8INX1	7ekq	1	11_24	0
SCF:0000086	train_eligible	0	AC:000077	A8IJY7	A8IH07	A8INX1	A8IJY7	A8IH07	A8INX1	7ekq	1	11_24	0
SCF:0000087	train_eligible	0	AC:000078	P36121	P07703	P32910	P36121	P07703	P32910	8bws	24	11_24	1
SCF:0000088	train_eligible	0	AC:000079	P28000	P47076	P20435	P28000	P47076	A0A4X1VEK9	7z31	25	11_24	1
SCF:0000089	train_eligible	0	AC:000081	I7MDA9	I7MLZ4	I7M6D6	I7MDA9	I7MLZ4	I7M6D6	8th8	2	11_24	1
SCF:0000090	train_eligible	0	AC:000081	I7MDA9	I7MLZ4	Q229S1	I7MDA9	I7MLZ4	Q229S1	8th8	2	11_24	1
SCF:0000093	train_eligible	0	AC:000085	Q23YW7	Q24CL2	Q24DJ0	Q23YW7	Q24CL2	Q24DJ0	8th8	2	11_24	1
SCF:0000094	train_eligible	0	AC:000085	Q24CL2	Q23YW7	Q23S05	Q24CL2	Q23YW7	Q23S05	8th8	2	11_24	1
SCF:0000096	train_eligible	0	AC:000089	P63272	P53803	A0A4X1TRS6	P63272	A0A4X1TRS6	A0A4X1TRS6	8xrm	2	11_24	1
SCF:0000097	train_eligible	0	AC:000091	O95456	P28070	P60900	O95456	P28070	P60900	8yix	5	11_24	1
SCF:0000098	train_eligible	0	AC:000091	O95456	P28070	P25788	O95456	P28070	P25788	8yix	5	11_24	1
SCF:0000099	train_eligible	0	AC:000091	O95456	P28070	O14818	O95456	P28070	O14818	8yix	5	11_24	1
SCF:0000100	train_eligible	0	AC:000091	P28070	O95456	P48556	P28070	O95456	P48556	8yix	5	11_24	1
SCF:0000101	train_eligible	1	AC:000091	P28070	O95456	O14818	P28070	O95456	O14818	8yix	5	11_24	1
SCF:0000102	train_eligible	0	AC:000094	P50990	Q99471	O15212	Q3ZCI9	Q99471	O15212	6nrd	3	11_24	1
SCF:0000103	train_eligible	0	AC:000094	Q99471	P50990	P49368	Q99471	Q3ZCI9	Q3T0K2	6nrd	3	11_24	1
SCF:0000104	train_eligible	1	AC:000094	Q99471	P50990	P40227	Q99471	Q3ZCI9	P40227	6nrd	3	11_24	1
SCF:0000106	train_eligible	0	AC:000096	A0A1S3ZQT7	A0A1S3X2G3	A0A1S3YU01	A0A1S3ZQT7	A0A1S3X2G3	A0A1S3YU01	8wa0	1	11_24	0
SCF:0000110	train_eligible	0	AC:000099	P47128	P02309	P61830	P47128	P62805	P02299	8x2z	4	11_24	1
SCF:0000112	train_eligible	0	AC:000100	G0RZG4	G0S1P1	G0SC21	G0RZG4	G0S1P1	G0SC21	8pel	2	3_10	1
SCF:0000113	train_eligible	0	AC:000103	Q2FZ25	Q2G113	Q2FW20	A0QVB8	P21468	Q2FW20	7kwg	14	11_24	1
SCF:0000114	train_eligible	1	AC:000107	P59768	P08913	P21728	P59768	P08913	P21728	7ej0	8	3_10	1
SCF:0000115	train_eligible	0	AC:000107	P59768	P08913	P28223	P59768	P08913	P28223	7ej0	8	3_10	1
SCF:0000116	train_eligible	0	AC:000107	P59768	P08913	P41143	P59768	P08913	P41143	7ej0	8	3_10	1
SCF:0000117	train_eligible	0	AC:000110	Q8DLL4	Q8DKZ4	Q8DL31	Q8DLL4	Q8DKZ4	Q8DL31	6l7o	1	11_24	0
SCF:0000119	train_eligible	1	AC:000113	P50991	P61758	O15212	P50991	P61758	O15212	6nrb	3	11_24	1
SCF:0000120	train_eligible	0	AC:000113	P50991	P61758	Q9NQP4	P50991	P61758	Q9NQP4	6nrb	3	11_24	1
SCF:0000121	train_eligible	0	AC:000114	P61201	Q9UBF6	P62877	P61201	P62877	P62877	9eg1	1	11_24	0
SCF:0000122	train_eligible	0	AC:000114	Q9UBF6	P61201	Q9UNS2	P62877	P61201	Q9UNS2	9eg1	1	11_24	0
SCF:0000127	train_eligible	0	AC:000120	P68135	P02602	P14649	P68134	P02602	P02602	5h53	1	3_10	0
SCF:0000128	train_eligible	0	AC:000120	P68135	P02602	P0DP26	P68134	P02602	P0DP23	5h53	1	3_10	0
SCF:0000129	train_eligible	0	AC:000120	P68135	P02602	P68246	P68134	P02602	P68246	5h53	1	3_10	0
SCF:0000131	train_eligible	0	AC:000122	P01116	Q13617	P07900	P01116	Q13617	P07900	8qu8	1	3_10	0
SCF:0000132	train_eligible	0	AC:000123	Q96SY0	Q9NV88	Q9NVM9	Q96SY0	Q9NV88	Q9NVM9	8rc4	3	11_24	1
SCF:0000133	train_eligible	0	AC:000123	Q96SY0	Q9NV88	Q9NVR2	Q96SY0	Q9NV88	Q9NVR2	8rc4	3	11_24	1
SCF:0000134	train_eligible	0	AC:000124	Q9NVM9	Q9NVR2	Q9NV88	Q9NVM9	Q9NVR2	Q9NV88	8rc4	7	11_24	1
SCF:0000135	train_eligible	0	AC:000124	Q9NVR2	Q9NVM9	Q9NV88	Q9NVR2	Q9NVM9	Q9NV88	8rc4	7	11_24	1
SCF:0000136	train_eligible	0	AC:000124	Q9NVR2	Q9NVM9	Q5TA45	Q9NVR2	Q9NVM9	Q5TA45	8rc4	7	11_24	1
SCF:0000137	train_eligible	0	AC:000125	A0A1S3XP85	A0A1S4BFK7	A0A1S4CE74	A0A1S3X2G3	A0A1S4BFK7	A0A9R0JBX6	8wa1	1	11_24	0
SCF:0000138	train_eligible	0	AC:000125	A0A1S4BFK7	A0A1S3XP85	A0A1S3YEW3	A0A1S4BFK7	A0A1S3X2G3	A0A1S3YEW3	8wa1	1	11_24	0
SCF:0000143	train_eligible	0	AC:000127	Q3B726	O15446	Q9GZS1	Q3B726	O15446	Q9GZS1	7oba	1	11_24	0
SCF:0000144	train_eligible	0	AC:000129	P07305	P62805	P04908	P07305	P62805	P0C0S5	9ipu	9	11_24	1
SCF:0000145	train_eligible	0	AC:000129	P62805	P07305	P10412	P62805	P07305	P10412	9ipu	9	11_24	1
SCF:0000146	train_eligible	0	AC:000129	P62805	P07305	A0A1B8Y854	P62805	P07305	A0A1B8Y854	9ipu	9	11_24	1
SCF:0000147	train_eligible	0	AC:000129	P62805	P07305	P33778	P62805	P07305	O23629	9ipu	9	11_24	1
SCF:0000148	train_eligible	0	AC:000132	P20436	P32910	P29055	C4R273	P32910	P29055	6tut	25	11_24	1
SCF:0000149	train_eligible	0	AC:000132	P20436	P32910	P46669	C4R273	P32910	P46669	6tut	25	11_24	1
SCF:0000150	train_eligible	0	AC:000132	P20436	P32910	P07703	C4R273	P32910	P07703	6tut	25	11_24	1
SCF:0000151	train_eligible	0	AC:000133	A0T0V1	B8CEQ3	B8C770	Q55329	B8CEQ3	B8C770	8zet	3	11_24	1
SCF:0000152	train_eligible	0	AC:000133	A0T0V1	B8CEQ3	B8C2K6	Q55329	B8CEQ3	B8C2K6	8zet	3	11_24	1
SCF:0000153	train_eligible	0	AC:000133	B8CEQ3	A0T0V1	A0T0S1	B8CEQ3	Q55329	A0T0S1	8zet	3	11_24	1
SCF:0000154	train_eligible	0	AC:000135	Q9NQP4	Q99832	P50991	Q9NQP4	Q99832	P50991	6nrd	3	11_24	1
SCF:0000159	train_eligible	0	AC:000140	P56768	Q949Q5	Q9SUI6	E9NPX1	B6SQZ7	A0A2K1JDR4	8j6z	1	11_24	0
SCF:0000160	train_eligible	0	AC:000140	P56768	Q949Q5	Q9SUI7	E9NPX1	B6SQZ7	A0A2K1JDR4	8j6z	1	11_24	0
SCF:0000164	train_eligible	0	AC:000143	E1C9K6	E1C9K9	A0A0M3KL10	B8LEQ8	E1C9K9	A0A0M3KL10	4rku	2	11_24	1
SCF:0000169	train_eligible	0	AC:000146	A0A063XCP1	A0A063X781	A0A063X754	P0A0F8	A0A063X781	A0A063X754	9p4i	1	11_24	0
SCF:0000173	train_eligible	0	AC:000148	Q00403	O15514	Q15543	Q00403	Q9VEA5	Q15543	5iyc	10	11_24	1
SCF:0000174	train_eligible	0	AC:000150	P0A431	P59087	Q8DIN9	P0A431	Q7DGD4	P12239	5h2f	60	11_24	1
SCF:0000175	train_eligible	0	AC:000150	P0A431	P59087	Q8DJZ6	P0A431	Q7DGD4	P12240	5h2f	60	11_24	1
SCF:0000180	train_eligible	0	AC:000153	Q8LCQ4	Q01667	Q9SY97	F2D0D5	A0A9R0J8B1	A0A2K1IB10	7wfd	2	11_24	1
SCF:0000181	train_eligible	0	AC:000153	Q8LCQ4	Q01667	Q94AQ8	F2D0D5	A0A9R0J8B1	Q94AQ8	7wfd	2	11_24	1
SCF:0000182	train_eligible	1	AC:000156	P59768	Q9GZQ6	P41145	P59768	Q9GZQ6	P41143	9vi9	2	3_10	1
SCF:0000183	train_eligible	1	AC:000156	P59768	Q9GZQ6	Q9UPC5	P59768	Q9GZQ6	Q9UPC5	9vi9	2	3_10	1
SCF:0000184	train_eligible	0	AC:000158	P0A7W7	P69222	P0A7T7	Q83ER2	Q5SHR1	A0A2V3DLV3	9ss2	9	11_24	1
SCF:0000186	train_eligible	0	AC:000161	Q9Y7N2	Q9P6Q0	P87310	Q9Y7N2	Q9P6Q0	P87310	5n9j	1	11_24	0
SCF:0000190	train_eligible	0	AC:000164	Q9XYU1	Q9VBI1	Q9VQY9	P25205	Q9VBI1	Q9VQY9	6raz	1	11_24	0
SCF:0000191	train_eligible	0	AC:000164	Q9XYU1	Q9VBI1	Q9W2V7	P25205	Q9VBI1	Q9W2V7	6raz	1	11_24	0
SCF:0000192	train_eligible	0	AC:000165	Q15370	P49427	Q712K3	Q15370	P49427	P49427	8rx0	1	3_10	0
SCF:0000193	train_eligible	0	AC:000165	Q15370	P49427	Q13084	Q15370	P49427	Q13084	8rx0	1	3_10	0
SCF:0000195	train_eligible	0	AC:000167	P38550	A0A1S3ZSI0	A0A1S3YXM6	P11704	A0A1S3ZSI0	A0A9R0JF29	8wa1	1	11_24	0
SCF:0000196	train_eligible	0	AC:000167	P38550	A0A1S3ZSI0	A0AA96C3P8	P11704	A0A1S3ZSI0	A0AA96C3P8	8wa1	1	11_24	0
SCF:0000197	train_eligible	0	AC:000168	C3SYP2	W8T6F0	C3SRY2	C3SYP2	Q83D76	C3SRY2	9sx2	4	11_24	1
SCF:0000199	train_eligible	0	AC:000171	Q1HFW0	Q1HFX0	W7XJB1	Q24CE5	Q1HFX0	W7XJB1	8bx8	6	11_24	1
SCF:0000200	train_eligible	0	AC:000171	Q1HFW0	Q1HFX0	Q1HFV9	Q24CE5	Q1HFX0	Q24DI9	8bx8	6	11_24	1
SCF:0000201	train_eligible	0	AC:000171	Q1HFX0	Q1HFW0	Q1HFW2	Q1HFX0	Q24CE5	Q1HFW2	8bx8	6	11_24	1
SCF:0000202	train_eligible	0	AC:000171	Q1HFX0	Q1HFW0	Q1HFV9	Q1HFX0	Q24CE5	Q24DI9	8bx8	6	11_24	1
SCF:0000203	train_eligible	0	AC:000171	Q1HFX0	Q1HFW0	W7XJB1	Q1HFX0	Q24CE5	W7XJB1	8bx8	6	11_24	1
SCF:0000206	train_eligible	0	AC:000176	Q1HFW0	Q1HFW2	W7XJB1	Q24CE5	Q1HFW2	W7XJB1	7k5b	6	11_24	1
SCF:0000207	train_eligible	0	AC:000176	Q1HFW0	Q1HFW2	Q1HFV9	Q24CE5	Q1HFW2	Q24DI9	7k5b	6	11_24	1
SCF:0000208	train_eligible	0	AC:000176	Q1HFW2	Q1HFW0	Q1HFV9	Q1HFW2	Q24CE5	Q24DI9	7k5b	6	11_24	1
SCF:0000209	train_eligible	0	AC:000177	P59768	Q96RJ0	P28223	P59768	Q96RJ0	P28223	8w89	5	3_10	1
SCF:0000210	train_eligible	1	AC:000177	P59768	Q96RJ0	P21728	P59768	Q96RJ0	P21728	8w89	5	3_10	1
SCF:0000211	train_eligible	0	AC:000177	P59768	Q96RJ0	P30872	P59768	Q96RJ0	P30872	8w89	5	3_10	1
SCF:0000212	train_eligible	0	AC:000178	P59768	P35346	P30872	P59768	P35346	P30872	8x8l	2	3_10	1
SCF:0000213	train_eligible	0	AC:000178	P59768	P35346	P30874	P59768	P35346	P35346	8x8l	2	3_10	1
SCF:0000214	train_eligible	0	AC:000178	P59768	P35346	P41143	P59768	P35346	P41143	8x8l	2	3_10	1
SCF:0000215	train_eligible	0	AC:000179	P19947	O31742	P42924	P19947	O31742	Q2FW08	9bsl	25	11_24	1
SCF:0000216	train_eligible	0	AC:000180	Q8DJD9	Q8DKF5	Q8DMR6	Q8DJD9	Q8DKF5	Q8DMR6	6tjv	1	11_24	0
SCF:0000217	train_eligible	0	AC:000180	Q8DJD9	Q8DKF5	Q8DKY0	Q8DJD9	Q8DKF5	P26288	6tjv	1	11_24	0
SCF:0000219	train_eligible	0	AC:000184	P19658	P33332	P22224	P19658	P33332	P22224	5yfp	2	3_10	1
SCF:0000220	train_eligible	0	AC:000184	P33332	P19658	P32844	P33332	P19658	P32844	5yfp	2	3_10	1
SCF:0000221	train_eligible	0	AC:000184	P33332	P19658	P89102	P33332	P19658	P89102	5yfp	2	3_10	1
SCF:0000222	train_eligible	0	AC:000184	P33332	P19658	Q06245	P33332	P19658	Q06245	5yfp	2	3_10	1
SCF:0000224	train_eligible	0	AC:000186	P16370	Q02792	P19263	P37382	C4R5R1	P19263	8k5p	2	11_24	1
SCF:0000225	train_eligible	0	AC:000187	P30665	P54784	P53091	P30665	P54784	P53091	6wgg	3	11_24	1
SCF:0000226	train_eligible	1	AC:000187	P30665	P54784	Q08032	P30665	P54784	Q08032	6wgg	3	11_24	1
SCF:0000227	train_eligible	0	AC:000187	P30665	P54784	P29469	P30665	P54784	P29469	6wgg	3	11_24	1
SCF:0000228	train_eligible	0	AC:000187	P54784	P30665	P24279	P54784	P30665	P24279	6wgg	3	11_24	1
SCF:0000229	train_eligible	0	AC:000187	P54784	P30665	P38132	P54784	P30665	P38132	6wgg	3	11_24	1
SCF:0000230	train_eligible	0	AC:000187	P54784	P30665	P53091	P54784	P30665	P53091	6wgg	3	11_24	1
SCF:0000231	train_eligible	0	AC:000188	A0A140G1Q3	A0A1S4BFK7	A0A1S4D4H1	A0A140G1Q3	A0A1S4BFK7	A0A1S4D4H1	8wa1	1	11_24	0
SCF:0000232	train_eligible	0	AC:000190	P62877	Q96L50	Q9BT78	P62877	Q96L50	Q9BT78	7plo	1	11_24	0
SCF:0000233	train_eligible	0	AC:000190	P62877	Q96L50	Q9UNS2	P62877	Q96L50	Q9UNS2	7plo	1	11_24	0
SCF:0000234	train_eligible	0	AC:000190	P62877	Q96L50	Q7L5N1	P62877	Q96L50	Q7L5N1	7plo	1	11_24	0
SCF:0000237	train_eligible	1	AC:000193	P0AG63	P0A7G2	P02358	P0AG63	P0A7G2	Q83D76	7nav	4	11_24	1
SCF:0000238	train_eligible	0	AC:000193	P0AG63	P0A7G2	P0A7R9	P0AG63	P0A7G2	Q50296	7nav	4	11_24	1
SCF:0000239	train_eligible	0	AC:000193	P0AG63	P0A7G2	P0A7X3	P0AG63	P0A7G2	C3SRY2	7nav	4	11_24	1
SCF:0000240	train_eligible	0	AC:000194	P14736	P06839	Q00578	P14736	P06839	Q00578	7k04	1	3_10	0
SCF:0000241	train_eligible	0	AC:000194	P14736	P06839	P32776	P14736	P06839	P32776	7k04	1	3_10	0
SCF:0000248	train_eligible	0	AC:000200	P49735	Q9XYU0	Q9VGW6	P49735	P33993	Q9VGW6	6ray	1	11_24	0
SCF:0000249	train_eligible	0	AC:000200	P49735	Q9XYU0	Q9V461	P49735	P33993	Q9V461	6ray	1	11_24	0
SCF:0000250	train_eligible	0	AC:000200	Q9XYU0	P49735	Q9XYU1	P33993	P49735	P25205	6ray	1	11_24	0
SCF:0000251	train_eligible	0	AC:000200	Q9XYU0	P49735	Q9V461	P33993	P49735	Q9V461	6ray	1	11_24	0
SCF:0000254	train_eligible	0	AC:000202	P62877	P40337	P63208	P62877	P40337	P63208	8r5h	6	3_10	1
SCF:0000255	train_eligible	0	AC:000203	P61769	Q6PJ56	P0DTU4	P61769	Q6PJ56	K7N5M4	4lhu	1	3_10	0
SCF:0000256	train_eligible	0	AC:000203	P61769	Q6PJ56	P60709	P61769	Q6PJ56	P68134	4lhu	1	3_10	0
SCF:0000257	train_eligible	0	AC:000203	P61769	Q6PJ56	K7N5M4	P61769	Q6PJ56	K7N5M4	4lhu	1	3_10	0
SCF:0000258	train_eligible	1	AC:000203	Q6PJ56	P61769	P01887	Q6PJ56	P61769	P61769	4lhu	1	3_10	0
SCF:0000260	train_eligible	0	AC:000205	E1C9K6	A0A0M3KL13	Q9S7N7	B8LEQ8	A0A0M3KL13	B6U534	6zoo	2	11_24	1
SCF:0000261	train_eligible	0	AC:000205	E1C9K6	A0A0M3KL13	E1C9L3	B8LEQ8	A0A0M3KL13	E1C9L3	6zoo	2	11_24	1
SCF:0000262	train_eligible	0	AC:000208	P36578	Q9BXJ9	Q9NVU7	P36578	Q9BXJ9	Q9NVU7	9gj5	4	11_24	1
SCF:0000263	train_eligible	0	AC:000208	P36578	Q9BXJ9	Q9BZE4	P36578	Q9BXJ9	Q9BZE4	9gj5	4	11_24	1
SCF:0000264	train_eligible	0	AC:000208	P36578	Q9BXJ9	Q9Y262	P36578	Q9BXJ9	Q9Y262	9gj5	4	11_24	1
SCF:0000265	train_eligible	0	AC:000208	Q9BXJ9	P36578	P50579	Q9BXJ9	P36578	P50579	9gj5	4	11_24	1
SCF:0000266	train_eligible	0	AC:000209	P61769	P43627	P43629	P61769	P43627	P43629	6pa1	4	3_10	1
SCF:0000267	train_eligible	0	AC:000209	P61769	P43627	Q8N423	P61769	P43627	Q8N423	6pa1	4	3_10	1
SCF:0000268	train_eligible	0	AC:000210	P63104	Q15369	P68431	P63104	Q15369	P02299	9sv3	1	3_10	0
SCF:0000269	train_eligible	0	AC:000210	Q15369	P63104	Q13084	Q15369	P63104	Q13084	9sv3	1	3_10	0
SCF:0000271	train_eligible	0	AC:000212	Q2V2P8	Q06675	P38313	Q2V2P8	Q06675	P38313	8ow0	2	11_24	1
SCF:0000272	train_eligible	1	AC:000212	Q2V2P8	Q06675	Q12493	Q2V2P8	Q06675	Q12493	8ow0	2	11_24	1
SCF:0000273	train_eligible	0	AC:000213	A0A4V8H007	A0A4V8H002	A0A4V8GZZ9	A0A4V8H007	A0A4V8H004	A0A4V8GZZ9	6igz	1	11_24	0
SCF:0000274	train_eligible	0	AC:000214	P47047	Q12277	P38792	P42285	Q12277	P38792	6fsz	4	11_24	1
SCF:0000275	train_eligible	0	AC:000214	Q12277	P47047	Q12149	Q12277	P42285	Q12149	6fsz	4	11_24	1
SCF:0000276	train_eligible	0	AC:000216	P01887	Q5R1F1	P01738	P61769	Q5R1F1	P01738	1nam	2	3_10	1
SCF:0000277	train_eligible	1	AC:000216	Q5R1F1	P01887	P04214	Q5R1F1	P61769	P04214	1nam	2	3_10	1
SCF:0000288	train_eligible	0	AC:000222	P60002	O15514	A0A287ADR4	P60002	Q9VEA5	A0A8D1GCS3	8xrm	1	11_24	0
SCF:0000291	train_eligible	0	AC:000224	A6QRA1	O81097	Q9FJ98	Q8LE42	Q9M1A8	A0A4X1VEK9	8hyj	1	11_24	0
SCF:0000292	train_eligible	1	AC:000226	A0A0F6NGI2	P09911	P16002	T1RIQ1	P07839	P16002	6yac	2	11_24	1
SCF:0000293	train_eligible	0	AC:000226	P09911	A0A0F6NGI2	A0A0F6NFW5	P07839	T1RIQ1	A0T0M8	6yac	2	11_24	1
SCF:0000294	train_eligible	0	AC:000227	P20436	P47076	P13393	C4R273	P47076	P13393	7z0h	25	11_24	1
SCF:0000295	train_eligible	1	AC:000227	P20436	P47076	P20433	C4R273	P47076	P20433	7z0h	25	11_24	1
SCF:0000296	train_eligible	0	AC:000227	P20436	P47076	P20435	C4R273	P47076	A0A4X1VEK9	7z0h	25	11_24	1
SCF:0000299	train_eligible	0	AC:000229	P63096	Q07325	P09341	P50148	Q07325	P09341	9p0k	1	3_10	0
SCF:0000300	train_eligible	0	AC:000229	P63096	Q07325	P48061	P50148	Q07325	P48061	9p0k	1	3_10	0
SCF:0000301	train_eligible	0	AC:000230	P0A8T7	P0ACJ8	P0AGB6	P0A8T7	P0ACJ8	P0AGB6	6pb6	5	3_10	1
SCF:0000302	train_eligible	0	AC:000230	P0A8T7	P0ACJ8	P0A7W1	P0A8T7	P0ACJ8	Q839E7	6pb6	5	3_10	1
SCF:0000303	train_eligible	0	AC:000230	P0A8T7	P0ACJ8	P0A7V3	P0A8T7	P0ACJ8	P80372	6pb6	5	3_10	1
SCF:0000304	train_eligible	0	AC:000230	P0ACJ8	P0A8T7	P0A8V2	P0ACJ8	P0A8T7	P0A8V2	6pb6	5	3_10	1
