unified_triplet_id	evidence_route	negative_audit_label	negative_provisional_tier	structure_assembly_size_stratum	sequence_similarity_tier	sequence_identity_pct	min_tm	tmvec_proxy_score	negative_construct_or_isoform_scope_flag	ac_pair_key	ad_pair_key	sequence_complete	missing_roles	pilot_stratum	sampling_priority
CFPPI:STRUCT:0002605	structure_assembly_context		CF-B-provisional	11_24	high	0.9815				A0A0F6NFW5|P17227	P05310|P17227	1			
CFPPI:STRUCT:0001303	structure_assembly_context		CF-B-provisional	11_24	high	0.5273				I0YPL4|I0Z7A6	I0YPL4|I0Z2Y0	1			
CFPPI:STRUCT:0002663	structure_assembly_context		CF-B-provisional	11_24	high	0.8682				Q3T084|Q3ZBH0	Q3MHL7|Q3ZBH0	1			
CFPPI:STRUCT:0001155	structure_assembly_context		CF-B-provisional	11_24	high	0.5156				E3UIU1|E3UIU9	E3UIU0|E3UIU9	1			
CFPPI:STRUCT:0002164	structure_assembly_context		CF-B-provisional	11_24	medium	0.4011				P42285|Q06265	Q06265|Q15477	1			
CFPPI:STRUCT:0002993	structure_assembly_context		CF-B-provisional	11_24	medium	0.3655				A0A0G4FL36|A0A0G4HFQ7	A0A0G4HFQ7|A0A0G4I0G6	1			
CFPPI:STRUCT:0002643	structure_assembly_context		CF-B-provisional	11_24	medium	0.4595				A0A2K1JLW2|Q6YXK4	A0A2K1JC42|Q6YXK4	1			
CFPPI:STRUCT:0001696	structure_assembly_context		CF-B-provisional	11_24	medium	0.3333				Q9TM22|Q9TM23	Q9TM21|Q9TM23	1			
CFPPI:STRUCT:0000477	structure_assembly_context		CF-B-provisional	11_24	medium	0.395				P24482|P29469	P24279|P24482	1			
CFPPI:STRUCT:0000103	structure_assembly_context		CF-B-provisional	11_24	medium	0.3406				P50990|Q99471	P49368|Q99471	1			
CFPPI:STRUCT:0002884	structure_assembly_context		CF-B-provisional	11_24	medium	0.3571				P10176|P14854	P10176|P24311	1			
CFPPI:STRUCT:0002834	structure_assembly_context		CF-B-provisional	11_24	medium	0.3167				P07839|Q05093	P07839|P12356	1			
CFPPI:STRUCT:0001278	structure_assembly_context		CF-B-provisional	11_24	medium	0.4777				E1C9L2|Q41038	Q41038|Q9SQL2	1			
CFPPI:STRUCT:0000044	structure_assembly_context		CF-B-provisional	11_24	medium	0.3525				P39744|P43586	P39744|Q02326	1			
CFPPI:STRUCT:0002543	structure_assembly_context		CF-B-provisional	11_24	medium	0.4619				P05311|Q41038	P05311|Q01667	1			
CFPPI:STRUCT:0002468	structure_assembly_context		CF-B-provisional	11_24	medium	0.4217				A0T0V0|B5YM25	A0T0V0|B8BYV4	1			
CFPPI:STRUCT:0001541	structure_assembly_context		CF-B-provisional	11_24	medium	0.35				P07470|Q01321	P00429|Q01321	1			
CFPPI:STRUCT:0002783	structure_assembly_context		CF-B-provisional	11_24	medium	0.3454				P17987|Q99471	P49368|Q99471	1			
CFPPI:STRUCT:0001049	structure_assembly_context		CF-B-provisional	11_24	medium	0.4242				P14224|Q39615	P14225|Q39615	1			
CFPPI:STRUCT:0001065	structure_assembly_context		CF-B-provisional	11_24	medium	0.3625				Q22MV2|Q24DI9	Q1HFW2|Q22MV2	1			
CFPPI:STRUCT:0003250	structure_assembly_context		CF-B-provisional	11_24	medium	0.3896				A0A2K3D591|Q9AU02	A8J6N0|Q9AU02	1			
CFPPI:STRUCT:0000844	structure_assembly_context		CF-B-provisional	11_24	medium	0.4612				P27521|Q9S7N7	Q01667|Q9S7N7	1			
CFPPI:STRUCT:0000163	structure_assembly_context		CF-B-provisional	11_24	medium	0.3394				P12356|Q75VY9	Q75VY8|Q75VY9	1			
CFPPI:STRUCT:0000747	structure_assembly_context		CF-B-provisional	11_24	medium	0.3372				P04911|P31376	P02299|P31376	1			
CFPPI:STRUCT:0000431	structure_assembly_context		CF-B-provisional	11_24	medium	0.4108				P29469|P40359	P29496|P40359	1			
CFPPI:STRUCT:0002408	structure_assembly_context		CF-B-provisional	11_24	medium	0.314				P49368|Q9UHV9	P40227|Q9UHV9	1			
CFPPI:STRUCT:0000373	structure_assembly_context		CF-B-provisional	11_24	medium	0.375				P02309|Q12509	P61830|Q12509	1			
CFPPI:STRUCT:0003014	structure_assembly_context		CF-B-provisional	11_24	medium	0.4912				A0T0M9|B8C770	A0T0M8|B8C770	1			
CFPPI:STRUCT:0000707	structure_assembly_context		CF-B-provisional	11_24	medium	0.3059				P04912|Q12509	P61830|Q12509	1			
CFPPI:STRUCT:0002145	structure_assembly_context		CF-B-provisional	11_24	medium	0.4803				A0A2K1J0L9|A0A2K1K0C7	A0A2K1J0L9|A0A2K1KN29	1			
CFPPI:STRUCT:0003309	structure_assembly_context		CF-B-provisional	11_24	medium	0.3566				B8BRQ8|B8BUW3	B8BRQ8|B8C770	1			
CFPPI:STRUCT:0002083	structure_assembly_context		CF-B-provisional	11_24	medium	0.446				A0A2K1KN29|Q8MFA2	A0A2K1JLZ3|Q8MFA2	1			
CFPPI:STRUCT:0001577	structure_assembly_context		CF-B-provisional	11_24	medium	0.3476				P11471|P18263	P18263|Q93VE0	1			
CFPPI:STRUCT:0000236	structure_assembly_context		CF-B-provisional	11_24	medium	0.4595				A0A2K1JDR4|A0A2K1JLW2	A0A2K1JC42|A0A2K1JDR4	1			
CFPPI:STRUCT:0000789	structure_assembly_context		CF-B-provisional	11_24	medium	0.336				O15212|P78371	O15212|P50991	1			
CFPPI:STRUCT:0001545	structure_assembly_context		CF-B-provisional	11_24	medium	0.3122				A0QSG2|A0QVB8	A0QSD7|A0QSG2	1			
CFPPI:STRUCT:0000194	structure_assembly_context		CF-B-provisional	11_24	medium	0.344				A0A2K1IAD0|A0A2K1JC42	A0A2K1IAD0|A0A2K1JDE1	1			
CFPPI:STRUCT:0001418	structure_assembly_context		CF-B-provisional	11_24	medium	0.3663				Q8DG60|Q8DIN9	Q8DIN9|Q9F1L5	1			
CFPPI:STRUCT:0000836	structure_assembly_context		CF-B-provisional	11_24	medium	0.4954				A0A2K1K0C7|Q8MFA2	A0A2K1JLZ3|Q8MFA2	1			
CFPPI:STRUCT:0000053	structure_assembly_context		CF-B-provisional	11_24	medium	0.3122				A0QVB8|A0R550	A0QSD7|A0R550	1			
CFPPI:STRUCT:0002972	structure_assembly_context		CF-B-provisional	11_24	medium	0.4714				P36886|Q43485	F2DAN8|P36886	1			
CFPPI:STRUCT:0000291	structure_assembly_context		CF-B-provisional	11_24	medium	0.36				A6QRA1|O81097	A6QRA1|Q9FJ98	1			
CFPPI:STRUCT:0000969	structure_assembly_context		CF-B-provisional	11_24	medium	0.3404				P40422|Q04307	P27999|P40422	1			
CFPPI:STRUCT:0001176	structure_assembly_context		CF-B-provisional	11_24	medium	0.4108				P29496|P53840	P29469|P53840	1			
CFPPI:STRUCT:0003212	structure_assembly_context		CF-B-provisional	11_24	medium	0.4553				P27521|Q9SY97	P27521|Q8LCQ4	1			
CFPPI:STRUCT:0000919	structure_assembly_context		CF-B-provisional	11_24	medium	0.3838				O81098|Q6NLH0	Q6NLH0|Q9M1J2	1			
CFPPI:STRUCT:0001150	structure_assembly_context		CF-B-provisional	11_24	medium	0.3214				Q7Z4G1|Q9GZQ3	Q7Z4G1|Q9P000	1			
CFPPI:STRUCT:0002569	structure_assembly_context		CF-B-provisional	11_24	medium	0.3005				P41205|Q50297	P75560|Q50297	1			
CFPPI:STRUCT:0000913	structure_assembly_context		CF-B-provisional	11_24	medium	0.446				A0A2K1JC42|A0A2K1KN29	A0A2K1JC42|A0A2K1JLZ3	1			
CFPPI:STRUCT:0000176	structure_assembly_context		CF-B-provisional	11_24	medium	0.4977				Q01667|Q8LCQ4	Q01667|Q9C639	1			
CFPPI:STRUCT:0001136	structure_assembly_context		CF-B-provisional	11_24	medium	0.3791				Q99JY9|Q9WV32	P61161|Q9WV32	1			
CFPPI:STRUCT:0001797	structure_assembly_context		CF-B-provisional	11_24	medium	0.3				A8J353|A8J3C3	A8INX1|A8J3C3	1			
CFPPI:STRUCT:0001883	structure_assembly_context		CF-B-provisional	11_24	medium	0.4483				E1C9L0|Q32904	E1C9L0|Q41038	1			
CFPPI:STRUCT:0000359	structure_assembly_context		CF-B-provisional	11_24	medium	0.4021				A8IH07|A8IXD6	A8IH07|A8IL21	1			
CFPPI:STRUCT:0000668	structure_assembly_context		CF-B-provisional	11_24	medium	0.32				O31743|Q06797	O31743|P42921	1			
CFPPI:STRUCT:0001346	structure_assembly_context		CF-B-provisional	11_24	medium	0.4974				A8IL32|Q84Y02	A8IL32|A8ITV3	1			
CFPPI:STRUCT:0000519	structure_assembly_context		CF-B-provisional	11_24	medium	0.4222				A0A4V8GZZ4|A0A4V8H001	A0A4V8GZZ4|A0A4V8GZZ8	1			
CFPPI:STRUCT:0000651	structure_assembly_context		CF-B-provisional	11_24	medium	0.3107				O15514|P62875	O75575|P62875	1			
CFPPI:STRUCT:0003254	structure_assembly_context		CF-B-provisional	11_24	medium	0.4742				P56766|Q9C639	P56766|Q9SY97	1			
CFPPI:STRUCT:0001612	structure_assembly_context		CF-B-provisional	11_24	medium	0.3394				P12356|Q75VY6	Q75VY6|Q75VY8	1			
CFPPI:STRUCT:0000260	structure_assembly_context		CF-B-provisional	11_24	medium	0.866				A0A0M3KL13|E1C9K6	E1C9K6|Q9S7N7	1			
CFPPI:STRUCT:0000752	structure_assembly_context		CF-B-provisional	11_24	medium	0.4872				A8IL32|Q75VY6	A8IL32|A8ITV3	1			
CFPPI:STRUCT:0002060	structure_assembly_context		CF-B-provisional	11_24	medium	0.3659				A4VE64|Q24CE5	Q24CE5|W7XJB1	1			
CFPPI:STRUCT:0000243	structure_assembly_context		CF-B-provisional	11_24	medium	0.4953				F2CW18|F2DAN8	F2D0D5|F2DAN8	1			
CFPPI:STRUCT:0000898	structure_assembly_context		CF-B-provisional	11_24	medium	0.3208				B8CEQ3|B8LEV1	B8BUW3|B8LEV1	1			
CFPPI:STRUCT:0001431	structure_assembly_context		CF-B-provisional	11_24	medium	0.3214				Q8N668|Q9GZQ3	Q8N668|Q9P000	1			
CFPPI:STRUCT:0000822	structure_assembly_context		CF-B-provisional	11_24	medium	0.4252				Q13618|Q7L5N1	Q13619|Q7L5N1	1			
CFPPI:STRUCT:0000964	structure_assembly_context		CF-B-provisional	11_24	medium	0.3				A8IJY7|A8J353	A8IJY7|A8INX1	1			
CFPPI:STRUCT:0001861	structure_assembly_context		CF-B-provisional	11_24	medium	0.3204				G0S8E0|G0SH09	G0S3J8|G0SH09	1			
CFPPI:STRUCT:0001798	structure_assembly_context		CF-B-provisional	11_24	medium	0.3652				B6TR16|O65101	B6U534|O65101	1			
CFPPI:STRUCT:0001038	structure_assembly_context		CF-B-provisional	11_24	medium	0.345				P25043|P36040	P21242|P36040	1			
CFPPI:STRUCT:0000581	structure_assembly_context		CF-B-provisional	11_24	medium	0.4278				A0A0G4FDJ8|A0A0G4HMN0	A0A0G4FDJ8|A0A0G4FL36	1			
CFPPI:STRUCT:0001790	structure_assembly_context		CF-B-provisional	11_24	medium	0.3525				P49368|Q9NQP4	P50991|Q9NQP4	1			
CFPPI:STRUCT:0002832	structure_assembly_context		CF-B-provisional	11_24	medium	0.3259				Q8DKF5|Q8DL32	Q8DKX9|Q8DL32	1			
CFPPI:STRUCT:0000722	structure_assembly_context		CF-B-provisional	11_24	medium	0.4963				A0A4V8GZZ2|A0A4V8H004	A0A4V8H003|A0A4V8H004	1			
CFPPI:STRUCT:0001112	structure_assembly_context		CF-B-provisional	11_24	medium	0.3416				P38042|P53197	P30260|P53197	1			
CFPPI:STRUCT:0000228	structure_assembly_context		CF-B-provisional	11_24	medium	0.4003				P30665|P54784	P24279|P54784	1			
CFPPI:STRUCT:0001349	structure_assembly_context		CF-B-provisional	11_24	medium	0.5407				A0A1S4CKK0|P06269	A0A1S4CIZ9|P06269	1			
CFPPI:STRUCT:0001446	structure_assembly_context		CF-B-provisional	11_24	medium	0.3663				Q8DG60|Q8DJZ6	Q8DJZ6|Q9F1L5	1			
CFPPI:STRUCT:0001369	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2994				P50990|Q9UHV9	P40227|Q9UHV9	1			
CFPPI:STRUCT:0003064	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3117				A0A8D1AQR7|A0A8W4F9W9	A0A4X1VEK9|A0A8W4F9W9	1			
CFPPI:STRUCT:0000395	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.4432				A0A0M3KL10|E1C9L2	A0A0M3KL10|E1C9L1	1			
CFPPI:STRUCT:0001005	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.4182				P92558|Q9C6B3	P92558|Q9SMN1	1			
CFPPI:STRUCT:0000775	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2769				A0A3Q7G7F0|A0A3Q7HSH1	A0A3Q7FNQ5|A0A3Q7G7F0	1			
CFPPI:STRUCT:0001273	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2639				Q83ER2|Q83ES8	Q83ED6|Q83ES8	1			
CFPPI:STRUCT:0002530	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2941				P20998|P68610	P20998|P21034	1			
CFPPI:STRUCT:0000734	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3116				P13165|P23993	P13165|P13192	1			
CFPPI:STRUCT:0003115	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3267				A8IY95|Q39584	A8IY95|Q7Y0H2	1			
CFPPI:STRUCT:0001110	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3444				Q9SUI4|Q9SY97	Q41038|Q9SY97	1			
CFPPI:STRUCT:0001729	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2733				A0A1D8NEL0|A0A1D8NGI5	A0A1D8NGI5|Q6ZY23	1			
CFPPI:STRUCT:0001589	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2258				P07703|P47076	P07703|P20435	1			
CFPPI:STRUCT:0002494	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2914				P60238|Q50755	P60238|P60239	1			
CFPPI:STRUCT:0003303	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3671				Q9V1V0|Q9V1V5	Q9V195|Q9V1V5	1			
CFPPI:STRUCT:0002426	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2632				O00483|P13073	P09669|P13073	1			
CFPPI:STRUCT:0000625	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3217				O94646|P87310	P87310|Q9US45	1			
CFPPI:STRUCT:0001806	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.4906				E1C9L1|E1C9L2	E1C9L1|Q32904	1			
CFPPI:STRUCT:0001265	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3182				Q23RH8|Q23S01	Q22W32|Q23RH8	1			
CFPPI:STRUCT:0001462	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3381				A0A2K3CXW8|A0A2K3DG79	A0A2K3DG79|A8IJ60	1			
CFPPI:STRUCT:0002492	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2798				Q08162|Q12149	Q08162|Q08491	1			
CFPPI:STRUCT:0002893	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.336				E9NPX1|I0YQ45	E9NPX1|I0Z687	1			
CFPPI:STRUCT:0002391	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3128				O14021|O94355	O74736|O94355	1			
CFPPI:STRUCT:0002424	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2364				A0A072ZPV8|E2RXT0	A0A069QC99|A0A072ZPV8	1			
CFPPI:STRUCT:0002523	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2486				P42285|Q5RKV6	Q5RKV6|Q9Y450	1			
CFPPI:STRUCT:0002292	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3731				A0A071L394|A0A241XG65	A0A241XG65|E2RXT9	1			
CFPPI:STRUCT:0000776	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3439				A1B3D7|A1B4F2	A1B4F2|A1B4F3	1			
CFPPI:STRUCT:0002387	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3483				P00289|P80883	P00166|P80883	1			
CFPPI:STRUCT:0002049	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3333				P80377|Q5SJH3	P80377|Q5SLQ0	1			
CFPPI:STRUCT:0002334	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2993				B3H6Z4|O80634	B3H6Z4|Q9SGH4	1			
CFPPI:STRUCT:0000708	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2778				P0A7W7|P0A8A8	P0A7W7|P0A7X3	1			
CFPPI:STRUCT:0000122	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2475				P61201|Q9UBF6	Q9UBF6|Q9UNS2	1			
CFPPI:STRUCT:0000540	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2818				P20248|Q9UJX5	P20248|Q13415	1			
CFPPI:STRUCT:0000364	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2653				Q9BQ15|Q9NV88	Q5TA45|Q9BQ15	1			
CFPPI:STRUCT:0000887	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3968				Q7LXK4|Q980R1	Q980Q9|Q980R1	1			
CFPPI:STRUCT:0002053	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3788				P12357|Q41385	P12357|Q01667	1			
CFPPI:STRUCT:0003174	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2982				Q2FME3|Q2FRL9	Q2FME3|Q2FRK1	1			
CFPPI:STRUCT:0001713	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2853				P51955|Q9BS18	Q9BS18|Q9UJX2	1			
CFPPI:STRUCT:0000555	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.281				P40337|Q9H9Q2	P63208|Q9H9Q2	1			
CFPPI:STRUCT:0002035	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3231				P9WPS1|P9WPV3	P9WPS1|P9WPU9	1			
CFPPI:STRUCT:0001582	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.306				I0YQ45|I0Z687	I0YQ45|I0YQ46	1			
CFPPI:STRUCT:0002871	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3457				P61994|P62010	P62010|Q8U1Y5	1			
CFPPI:STRUCT:0000347	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.321				A0A2V3F2U6|E2RXT8	A0A069PXX1|E2RXT8	1			
CFPPI:STRUCT:0000109	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2449				P02309|P47128	P02293|P02309	1			
CFPPI:STRUCT:0002800	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2993				O80634|P26288	P26288|Q9SGH4	1			
CFPPI:STRUCT:0002367	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3077				Q8DJ02|Q8DKZ3	Q8DKZ3|Q8DL30	1			
CFPPI:STRUCT:0000169	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3152				A0A063X781|A0A063XCP1	A0A063X754|A0A063XCP1	1			
CFPPI:STRUCT:0001341	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.292				P12754|P32481	P32481|P32501	1			
CFPPI:STRUCT:0002180	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2911				P56288|Q9USP0	P56287|Q9USP0	1			
CFPPI:STRUCT:0002855	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2088				A0A287BAW0|A0A4X1TFI3	A0A4X1SN37|A0A4X1TFI3	1			
CFPPI:STRUCT:0000335	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2596				A0A2K3E6S5|P92276	P12853|P92276	1			
CFPPI:STRUCT:0001889	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2928				P30260|Q9UKT4	P14635|P30260	1			
CFPPI:STRUCT:0002820	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3295				P16002|P17227	A0A0M3KL11|P17227	1			
CFPPI:STRUCT:0003027	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3375				C3SR12|C3SR52	C3SR52|P0ADY7	1			
CFPPI:STRUCT:0002583	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3021				Q2FW30|Q2G2Q4	Q2FW18|Q2FW30	1			
CFPPI:STRUCT:0000553	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2763				P52891|P53011	P46673|P53011	1			
CFPPI:STRUCT:0003088	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2943				Q9NVH2|Q9NVM9	Q9NV88|Q9NVH2	1			
CFPPI:STRUCT:0002971	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3474				D0CD06|D0CD14	D0C9P6|D0CD06	1			
CFPPI:STRUCT:0001100	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3529				Q2FW30|Q2FW31	Q2FW30|Q2FW39	1			
CFPPI:STRUCT:0000846	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.2555				A0A1S3X147|A0A1S3YEW3	A0A1S3YEW3|A0A1S4CE74	1			
CFPPI:STRUCT:0001047	structure_assembly_context		CF-B-provisional	11_24	remote_sequence	0.3462				A0A0H2UKZ4|P10793	B7FRW2|P10793	1			
CFPPI:STRUCT:0001876	structure_assembly_context		CF-B-provisional	3_10	high	0.76				Q9LD28|Q9XFH4	P06897|Q9XFH4	1			
CFPPI:STRUCT:0000659	structure_assembly_context		CF-B-provisional	3_10	high	0.6748				Q9FFC0|Q9XFH4	P02281|Q9XFH4	1			
CFPPI:STRUCT:0001209	structure_assembly_context		CF-B-provisional	3_10	high	0.8152				Q6PIL8|S6C4R2	P0DOX7|S6C4R2	1			
CFPPI:STRUCT:0000574	structure_assembly_context		CF-B-provisional	3_10	high	0.9831				A0A5S8WF79|A0A5S8WF81	A0A5S8WF79|A0A5S8WF90	1			
CFPPI:STRUCT:0000979	structure_assembly_context		CF-B-provisional	3_10	high	0.7595				S6B2B6|S6C4R2	S6B2B6|S6C4S0	1			
CFPPI:STRUCT:0001350	structure_assembly_context		CF-B-provisional	3_10	high	0.8283				P40337|P49427	P40337|Q712K3	1			
CFPPI:STRUCT:0001026	structure_assembly_context		CF-B-provisional	3_10	high	0.7008				Q9FJE8|Q9XFH4	P06897|Q9XFH4	1			
CFPPI:STRUCT:0002880	structure_assembly_context		CF-A-provisional	3_10	high	0.8692				A0A5C2GTV1|A0A5C2GVU3	A0A5C2G4I7|A0A5C2GVU3	1			
CFPPI:STRUCT:0003291	structure_assembly_context		CF-A-provisional	3_10	high	0.7				O15511|P61158	P61158|Q9BPX5	1			
CFPPI:STRUCT:0003229	structure_assembly_context		CF-A-provisional	3_10	high	1.0				P0DOX5|Q6GMX6	P01857|P0DOX5	1			
CFPPI:STRUCT:0003233	structure_assembly_context		CF-A-provisional	3_10	high	0.5269				Q15843|Q9UBF6	P62877|Q15843	1			
CFPPI:STRUCT:0000266	structure_assembly_context		CF-A-provisional	3_10	high	0.8534				P43627|P61769	P43629|P61769	1			
CFPPI:STRUCT:0000212	structure_assembly_context		CF-B-provisional	3_10	high	0.558				P35346|P59768	P30872|P59768	1			
CFPPI:STRUCT:0003209	structure_assembly_context		CF-A-provisional	3_10	high	0.5686				A0A5C2G4I7|A0A5C2GTV1	A0A5C2G4I7|A0A5C2GVU3	1			
CFPPI:STRUCT:0000258	structure_assembly_context		CF-B-provisional	3_10	high	0.6807				P61769|Q6PJ56	P01887|Q6PJ56	1			
