triplet_id	split	internal_dev	ac_id	anchor	c	d	fam_a	fam_c	fam_d	pdb_id	pdb_count	stratum	replicated_noncontact
SCF:0001009	protein_unseen_family_seen	0	AC:000830	E2RXU4	A0A069PXX1	A0A2V3DLV3	Q50296	C3SRY2	A0A2V3DLV3	6spc	3	11_24	1
SCF:0001072	protein_unseen_family_seen	0	AC:000884	A9SL09	A0A2K1K0C7	A0A2K1IAD0	A0A2K1JDR4	F2D0D5	A8IL32	6l35	2	11_24	1
SCF:0001078	protein_unseen_family_seen	0	AC:000887	B7IA35	A0A7U3Y815	B7IA17	A0QSD5	C3SRY2	B7IA17	7m4u	1	11_24	0
SCF:0001079	protein_unseen_family_seen	0	AC:000889	B6STT2	P12329	B6SZT9	A8IL32	A9RT62	A9RT62	5zji	1	11_24	0
SCF:0001247	protein_unseen_family_seen	0	AC:001055	A0A2K1JLZ3	Q8MFA3	Q8MFA2	A0A9R0J8B1	A0T0M8	T1RIQ1	6l35	1	11_24	0
SCF:0001249	protein_unseen_family_seen	0	AC:001055	Q8MFA3	A0A2K1JLZ3	A0A2K1IB10	A0T0M8	A0A9R0J8B1	A0A2K1IB10	6l35	1	11_24	0
SCF:0001313	protein_unseen_family_seen	0	AC:001102	C4R009	C4R4Y0	C4QZQ7	C4R009	A0A7M4DUC2	I3LGP4	5xog	42	11_24	1
SCF:0001365	protein_unseen_family_seen	0	AC:001148	A0A1B2U0Q7	A0A1B2U0I9	A0A1J7CBX1	P0AG59	Q839E7	P80372	9oyv	8	11_24	1
SCF:0001425	protein_unseen_family_seen	0	AC:001230	P05807	P68611	P04310	A4GDH1	P68610	P04310	8c8h	1	11_24	0
SCF:0001470	protein_unseen_family_seen	0	AC:001273	A0A2K1JKF2	A0A2K1IB10	A0A2K1IAD0	A5Z2K3	A0A2K1IB10	A8IL32	6l35	1	11_24	0
SCF:0001505	protein_unseen_family_seen	0	AC:001298	P0CI78	P70974	P12875	P0CI78	A0A063XCH0	A0A063X754	6ppk	32	11_24	1
SCF:0001576	protein_unseen_family_seen	0	AC:001359	F2QMI1	F2QX94	C4R3P8	P40422	Q09191	Q09191	7xn7	1	11_24	0
SCF:0001663	protein_unseen_family_seen	0	AC:001436	A0A2K1JC42	A9SL09	A0A2K1JDR4	B6U534	A0A2K1JDR4	A0A2K1JDR4	6l35	2	11_24	1
SCF:0001776	protein_unseen_family_seen	0	AC:001519	Q32L40	Q3MHL7	Q3T084	Q32L40	P40227	P40227	9kcf	3	11_24	1
SCF:0001777	protein_unseen_family_seen	0	AC:001519	Q32L40	Q3MHL7	Q2T9X2	Q32L40	P40227	P50991	9kcf	3	11_24	1
SCF:0001778	protein_unseen_family_seen	0	AC:001519	Q32L40	Q3MHL7	Q3T0K2	Q32L40	P40227	Q3T0K2	9kcf	3	11_24	1
SCF:0001779	protein_unseen_family_seen	0	AC:001519	Q3MHL7	Q32L40	Q2NKZ1	P40227	Q32L40	Q99832	9kcf	3	11_24	1
SCF:0001780	protein_unseen_family_seen	0	AC:001519	Q3MHL7	Q32L40	Q3ZBH0	P40227	Q32L40	Q3ZBH0	9kcf	3	11_24	1
SCF:0001781	protein_unseen_family_seen	0	AC:001519	Q3MHL7	Q32L40	Q2T9X2	P40227	Q32L40	P50991	9kcf	3	11_24	1
SCF:0001798	protein_unseen_family_seen	0	AC:001535	O65101	B6TR16	B6U534	A0A2K1JDR4	A0A4V8GZZ4	B6U534	5zji	1	11_24	0
SCF:0001819	protein_unseen_family_seen	0	AC:001552	C1K004	D0FXZ0	D0FXV2	I0YPL4	T1RIQ1	A0T0M8	6sl5	1	11_24	0
SCF:0001901	protein_unseen_family_seen	0	AC:001634	A0ACD6B9M2	A0ACD6B9M4	A0ACD6B9L6	Q8DIP0	P19054	P12239	7sa3	2	3_10	1
SCF:0001905	protein_unseen_family_seen	0	AC:001636	A0A1B2U0I9	A0A1B2U0C6	A0A1M5L889	Q839E7	P21472	Q2FW20	9zcd	1	11_24	0
SCF:0001908	protein_unseen_family_seen	0	AC:001644	D0FXX2	A0A1C8XRM6	D0FXY3	P19054	Q8DIQ1	D0VWR7	9gnw	4	11_24	1
SCF:0001945	protein_unseen_family_seen	0	AC:001675	Q6YXM2	A0A2K1JLZ3	A0A2K1K0C7	Q55329	A0A9R0J8B1	F2D0D5	6l35	1	11_24	0
SCF:0002000	protein_unseen_family_seen	0	AC:001728	Q6YXQ2	A0A2K1JLZ3	A0A2K1JKF2	A0A4V8H005	A0A9R0J8B1	A5Z2K3	6l35	1	11_24	0
SCF:0002033	protein_unseen_family_seen	0	AC:001755	D0CD10	D0CD19	D0CG36	P0AG59	B7IA17	C3SRY2	6ytf	2	3_10	1
SCF:0002054	protein_unseen_family_seen	0	AC:001768	P12357	Q41385	A0A9R0J8B1	B6U534	A8IL32	A0A9R0J8B1	2wsf	5	11_24	1
SCF:0002100	protein_unseen_family_seen	0	AC:001806	Q3T084	Q3T0K2	Q2T9X2	P40227	Q3T0K2	P50991	9kcf	1	11_24	0
SCF:0002101	protein_unseen_family_seen	0	AC:001806	Q3T084	Q3T0K2	Q32L40	P40227	Q3T0K2	Q32L40	9kcf	1	11_24	0
SCF:0002102	protein_unseen_family_seen	0	AC:001806	Q3T084	Q3T0K2	Q3MHL7	P40227	Q3T0K2	P40227	9kcf	1	11_24	0
SCF:0002103	protein_unseen_family_seen	0	AC:001806	Q3T0K2	Q3T084	Q3MHL7	Q3T0K2	P40227	P40227	9kcf	1	11_24	0
SCF:0002104	protein_unseen_family_seen	0	AC:001806	Q3T0K2	Q3T084	Q2T9X2	Q3T0K2	P40227	P50991	9kcf	1	11_24	0
SCF:0002105	protein_unseen_family_seen	0	AC:001806	Q3T0K2	Q3T084	Q32L40	Q3T0K2	P40227	Q32L40	9kcf	1	11_24	0
SCF:0002148	protein_unseen_family_seen	0	AC:001838	B6SQZ7	O65101	A0A1D6HY75	B6SQZ7	A0A2K1JDR4	A0A1D6HY75	5zji	1	11_24	0
SCF:0002175	protein_unseen_family_seen	0	AC:001876	B7IA26	B7IA17	V5VBA5	P0AG59	B7IA17	C3SRY2	7m4u	18	11_24	1
SCF:0002176	protein_unseen_family_seen	0	AC:001876	B7IA26	B7IA17	A0A7U3Y815	P0AG59	B7IA17	C3SRY2	7m4u	18	11_24	1
SCF:0002212	protein_unseen_family_seen	0	AC:001914	D0CD01	D0CG36	D0CD19	A0QSD5	C3SRY2	B7IA17	6ys5	2	3_10	1
SCF:0002234	protein_unseen_family_seen	0	AC:001939	Q3T084	Q3ZCI9	Q32L40	P40227	Q3ZCI9	Q32L40	9kcf	1	11_24	0
SCF:0002235	protein_unseen_family_seen	0	AC:001939	Q3T084	Q3ZCI9	Q2T9X2	P40227	Q3ZCI9	P50991	9kcf	1	11_24	0
SCF:0002236	protein_unseen_family_seen	0	AC:001939	Q3T084	Q3ZCI9	Q3MHL7	P40227	Q3ZCI9	P40227	9kcf	1	11_24	0
SCF:0002237	protein_unseen_family_seen	0	AC:001939	Q3ZCI9	Q3T084	Q3MHL7	Q3ZCI9	P40227	P40227	9kcf	1	11_24	0
SCF:0002238	protein_unseen_family_seen	0	AC:001939	Q3ZCI9	Q3T084	Q2T9X2	Q3ZCI9	P40227	P50991	9kcf	1	11_24	0
SCF:0002239	protein_unseen_family_seen	0	AC:001939	Q3ZCI9	Q3T084	Q3T0K2	Q3ZCI9	P40227	Q3T0K2	9kcf	1	11_24	0
SCF:0002251	protein_unseen_family_seen	0	AC:001953	A9SL09	A0A2K1IB10	A0A2K1IAD0	A0A2K1JDR4	A0A2K1IB10	A8IL32	6l35	1	11_24	0
SCF:0002282	protein_unseen_family_seen	0	AC:001976	P80376	Q5SHP2	P80382	Q50296	A0QSD5	P62659	2e5l	407	11_24	1
SCF:0002284	protein_unseen_family_seen	0	AC:001976	P80376	Q5SHP2	P62659	Q50296	A0QSD5	P62659	2e5l	407	11_24	1
SCF:0002292	protein_unseen_family_seen	0	AC:001982	A0A241XG65	A0A071L394	E2RXT9	Q839E7	P21472	Q83ER2	6spe	3	11_24	1
SCF:0002309	protein_unseen_family_seen	0	AC:001998	A0A2P6TMX4	W8SY74	W8SUA3	A0A4V8H004	A0T0M8	T1RIQ1	6zzy	2	11_24	1
SCF:0002487	protein_unseen_family_seen	0	AC:002162	P62656	P62655	P62238	P62656	B7IA17	Q5SJH3	4kvb	19	11_24	1
SCF:0002551	protein_unseen_family_seen	0	AC:002222	A0A7U3Y808	B7I7R9	B7IA22	A0QVB8	P21472	Q839E7	7m4u	1	11_24	0
SCF:0002611	protein_unseen_family_seen	0	AC:002290	Q7JZF5	Q9VEA5	P36958	O81098	Q9VEA5	P36954	9mu7	1	11_24	0
SCF:0002612	protein_unseen_family_seen	0	AC:002291	B7IA33	A0A7U3Y815	B7IA22	P80372	C3SRY2	Q839E7	7m4u	1	11_24	0
SCF:0002628	protein_unseen_family_seen	0	AC:002314	P04912	Q12464	Q03940	P0C0S5	Q9Y230	Q9Y265	8qku	2	11_24	1
SCF:0002630	protein_unseen_family_seen	0	AC:002314	Q12464	P04912	P04911	Q9Y230	P0C0S5	P0C0S5	8qku	2	11_24	1
SCF:0002631	protein_unseen_family_seen	0	AC:002314	Q12464	P04912	Q12692	Q9Y230	P0C0S5	P0C0S5	8qku	2	11_24	1
SCF:0002632	protein_unseen_family_seen	0	AC:002314	Q12464	P04912	P02293	Q9Y230	P0C0S5	O23629	8qku	2	11_24	1
SCF:0002660	protein_unseen_family_seen	0	AC:002341	Q3T084	Q3ZBH0	Q32L40	P40227	Q3ZBH0	Q32L40	9kcf	1	11_24	0
SCF:0002661	protein_unseen_family_seen	0	AC:002341	Q3T084	Q3ZBH0	Q2T9X2	P40227	Q3ZBH0	P50991	9kcf	1	11_24	0
SCF:0002662	protein_unseen_family_seen	0	AC:002341	Q3T084	Q3ZBH0	Q3MHL7	P40227	Q3ZBH0	P40227	9kcf	1	11_24	0
SCF:0002663	protein_unseen_family_seen	0	AC:002341	Q3ZBH0	Q3T084	Q3MHL7	Q3ZBH0	P40227	P40227	9kcf	1	11_24	0
SCF:0002664	protein_unseen_family_seen	0	AC:002341	Q3ZBH0	Q3T084	Q2T9X2	Q3ZBH0	P40227	P50991	9kcf	1	11_24	0
SCF:0002676	protein_unseen_family_seen	0	AC:002348	P04052	Q9VEA5	Q7JZF5	A0A7M4DUC2	Q9VEA5	O81098	9mu7	1	11_24	0
SCF:0002781	protein_unseen_family_seen	0	AC:002447	E2RXT0	A0A2V3F2U6	A0A069PXX1	P21471	P17291	C3SRY2	6spc	3	11_24	1
SCF:0002826	protein_unseen_family_seen	0	AC:002494	A0A482JYH1	A0A3G1AUL2	A0A3G1AZK6	A0A9R0J8B1	A0T0M8	T1RIQ1	8bcv	1	11_24	0
SCF:0002827	protein_unseen_family_seen	0	AC:002496	A0A2K1JDR4	A0A2K1JDE1	A0A2K1JC42	A0A2K1JDR4	B6SQZ7	B6U534	7ksq	1	11_24	0
SCF:0002890	protein_unseen_family_seen	0	AC:002570	B7IBC2	B7I7S0	B7IBC1	A0A2V3DLV3	P17291	Q83D76	7m4u	1	11_24	0
SCF:0002931	protein_unseen_family_seen	0	AC:002608	Q3T0Q3	F2Z4C9	Q32PE0	Q3T0Q3	A0A4X1VEK9	A0A4X1VEK9	9xgk	1	11_24	0
SCF:0002955	protein_unseen_family_seen	0	AC:002623	A0A2K1KIF2	A0A2K1JC42	A0A2K1JDE1	A8IL32	B6U534	B6SQZ7	7ksq	2	11_24	1
SCF:0002971	protein_unseen_family_seen	0	AC:002631	D0CD06	D0CD14	D0C9P6	P0AG63	Q839E7	P21472	6yt9	2	11_24	1
SCF:0002972	protein_unseen_family_seen	0	AC:002633	P36886	Q43485	F2DAN8	A0A4V8GZZ4	F2D0D5	A0A2K1IB10	7ew6	1	11_24	0
SCF:0003161	protein_unseen_family_seen	0	AC:002830	P09144	Q75VY9	Q93WL4	T1RIQ1	I0YPL4	A9RT62	7r3k	6	11_24	1
SCF:0003162	protein_unseen_family_seen	0	AC:002830	Q75VY9	P09144	P12154	I0YPL4	T1RIQ1	A0T0M8	7r3k	6	11_24	1
SCF:0003180	protein_unseen_family_seen	0	AC:002849	P30980	B6TR16	B6U534	E9NPX1	A0A4V8GZZ4	B6U534	5zji	1	11_24	0
SCF:0003251	protein_unseen_family_seen	0	AC:002928	Q839F0	Q82ZI6	Q839E7	Q2FW20	P80373	Q839E7	6wub	3	11_24	1
SCF:0003252	protein_unseen_family_seen	0	AC:002928	Q839F0	Q82ZI6	Q839H1	Q2FW20	P80373	P21472	6wub	3	11_24	1
SCF:0003290	protein_unseen_family_seen	0	AC:002986	O15511	P61158	P61160	G3MXC8	P61157	A7MB62	6uhc	2	3_10	1
SCF:0003291	protein_unseen_family_seen	0	AC:002986	P61158	O15511	Q9BPX5	P61157	G3MXC8	G3MXC8	6uhc	2	3_10	1
SCF:0003347	protein_unseen_family_seen	0	AC:003035	B7IA40	B7IA22	A0A7U3Y815	P21471	Q839E7	C3SRY2	7m4u	1	11_24	0
