triplet_id	ac_id	A	C	D	pdb_assembly	complex_size_bin	core_flag	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	family_A	family_C	family_D	score_AD_PLMInteract	score_AC_PLMInteract	delta_PLMInteract	rank_correct_PLMInteract	score_AD_DSCRIPT	score_AC_DSCRIPT	score_AD_TopsyTurvy	score_AC_TopsyTurvy
SCF:0000017	AC:000014	A8ITV3	P12154	P09144	7zq9-assembly1.cif.gz	11_24	1	7	1	45.351	2.747	same_assembly_bridge	0.497	40_50	A8ITV3	A0T0M8	T1RIQ1	0.999742	0.999745	-3e-06	0.0	0.005322	0.005678	0.035674	0.110685
SCF:0000018	AC:000014	P12154	A8ITV3	Q75VY4	7zq9-assembly1.cif.gz	11_24	1	7	1	45.351	3.688	PDB_exact_pair_aggregate	0.4974	40_50	A0T0M8	A8ITV3	Q84Y02	0.997928	0.999745	-0.001817	0.0	0.118741	0.005678	0.433841	0.110685
SCF:0000019	AC:000014	P12154	A8ITV3	Q05093	7zq9-assembly1.cif.gz	11_24	1	7	1	45.351	2.559	PDB_exact_pair_aggregate	0.4915	40_50	A0T0M8	A8ITV3	Q7DM26	0.999022	0.999745	-0.000723	0.0	0.098145	0.005678	0.26666	0.110685
SCF:0000020	AC:000018	P60899	A0A8D1KNW4	A0A4X1VEK9	9rtt-assembly1.cif.gz	11_24	1	4	1	56.879	2.136	PDB_exact_pair_aggregate	1.0	ge50	P36954	A0A4X1VEK9	A0A4X1VEK9	0.999936	0.999943	-7e-06	0.0	0.457909	0.45791	0.605015	0.605014
SCF:0000021	AC:000018	P60899	A0A8D1KNW4	I3LCB2	9rtt-assembly1.cif.gz	11_24	1	4	1	56.879	2.205	PDB_exact_pair_aggregate	0.3117	30_40	P36954	A0A4X1VEK9	A0A8D1AQR7	0.999947	0.999943	4e-06	1.0	0.365286	0.45791	0.640442	0.605014
SCF:0000022	AC:000018	P60899	A0A8D1KNW4	A0A4X1VM56	9rtt-assembly1.cif.gz	11_24	1	4	1	56.879	2.289	PDB_exact_pair_aggregate	0.2857	20_30	P36954	A0A4X1VEK9	Q9VEA5	0.999944	0.999943	1e-06	1.0	0.101078	0.45791	0.669313	0.605014
SCF:0000023	AC:000019	Q00403	Q92966	Q92759	7zxe-assembly1.cif.gz	3_10	1	2	1	12.565	2.758	PDB_exact_pair_aggregate	0.2511	20_30	Q00403	Q92966	Q92759	0.999914	0.999056	0.000858	1.0	0.004177	0.004175	0.731928	0.127617
SCF:0000024	AC:000019	Q92966	Q00403	Q9HAW0	7zxe-assembly1.cif.gz	3_10	1	2	1	12.565	3.737	PDB_exact_pair_aggregate	0.271	20_30	Q92966	Q00403	Q9HAW0	0.00015	0.999056	-0.998906	0.0	0.004175	0.004175	0.075884	0.127617
SCF:0000025	AC:000021	A4VD75	I7M6H4	I7M9J2	8bx8-assembly1.cif.gz	11_24	1	2	1	9.893	1.087	same_assembly_bridge	0.4006	40_50	A4VD75	I7M6H4	I7M9J2	0.000139	0.009733	-0.009594	0.0				
SCF:0000026	AC:000022	P21082	P20979	P20504	8rqk-assembly1.cif.gz	11_24	1	3	1	18.169	2.245	same_assembly_bridge	0.2984	20_30	P21082	P20979	P20504	0.978239	0.005476	0.972763	1.0	0.004174	0.004176	0.610292	0.425707
SCF:0000027	AC:000022	P21082	P20979	P68439	8rqk-assembly1.cif.gz	11_24	1	3	1	18.169	2.193	PDB_exact_pair_aggregate	0.2906	20_30	P21082	P20979	P68439	0.366031	0.005476	0.360555	1.0	0.004173	0.004176	0.447442	0.425707
SCF:0000028	AC:000024	P26784	P36160	P38805	7oht-assembly1.cif.gz	11_24	1	13	1	28.542	2.24	PDB_exact_pair_aggregate	0.3396	30_40	P26784	P36160	P38805	0.999865	0.999758	0.000107	1.0	0.004214	0.0751	0.559189	0.699942
SCF:0000029	AC:000024	P26784	P36160	P26321	7oht-assembly1.cif.gz	11_24	1	13	1	28.542	2.682	PDB_exact_pair_aggregate	0.3352	30_40	P26784	P36160	P26321	0.999885	0.999758	0.000127	1.0	0.004184	0.0751	0.806804	0.699942
SCF:0000030	AC:000024	P26784	P36160	P40007	7oht-assembly1.cif.gz	11_24	1	13	1	28.542	2.441	PDB_exact_pair_aggregate	0.3226	30_40	P26784	P36160	P40007	0.995532	0.999758	-0.004226	0.0	0.605857	0.0751	0.70663	0.699942
SCF:0000031	AC:000024	P36160	P26784	P0C0W9	7oht-assembly1.cif.gz	11_24	1	13	1	28.542	2.76	PDB_exact_pair_aggregate	0.3548	30_40	P36160	P26784	P0C0W9	0.99958	0.999758	-0.000178	0.0	0.766872	0.0751	0.76776	0.699942
SCF:0000032	AC:000028	Q24I09	W7XBF5	Q23S01	8b6g-assembly1.cif.gz	11_24	1	4	1	37.022	2.791	PDB_exact_pair_aggregate	0.2333	20_30	Q24I09	W7XBF5	Q23S01	0.013584	0.005911	0.007673	1.0	0.004876	0.004255	0.026104	0.000105
SCF:0000033	AC:000029	Q9W0I7	P49735	Q9XYU1	6ray-assembly1.cif.gz	11_24	1	1	0	34.87	2.231	PDB_exact_pair_aggregate	0.3898	30_40	Q7ZT47	P49735	P25205	0.99982	0.999552	0.000268	1.0	0.004176	0.004183	0.591135	0.478889
SCF:0000034	AC:000029	Q9W0I7	P49735	Q9V461	6ray-assembly1.cif.gz	11_24	1	1	0	34.87	1.431	PDB_exact_pair_aggregate	0.3806	30_40	Q7ZT47	P49735	Q9V461	0.99989	0.999552	0.000338	1.0	0.004177	0.004183	0.543562	0.478889
SCF:0000035	AC:000029	Q9W0I7	P49735	Q9VGW6	6ray-assembly1.cif.gz	11_24	1	1	0	34.87	2.44	same_assembly_bridge	0.3697	30_40	Q7ZT47	P49735	Q9VGW6	0.999589	0.999552	3.7e-05	1.0	0.004175	0.004183	0.671493	0.478889
SCF:0000036	AC:000032	C4R273	C4QY79	F2QPE6	8yfr-assembly1.cif.gz	11_24	1	5	1	43.13	2.792	PDB_exact_pair_aggregate	1.0	ge50	C4R273	C4QY79	C4QY79	0.999948	0.999933	1.5e-05	1.0	0.270161	0.005828	0.721303	0.656807
SCF:0000037	AC:000034	C3SQX2	C3SR57	P0A7R5	9sx2-assembly1.cif.gz	11_24	1	12	1	36.554	3.097	PDB_exact_pair_aggregate	0.3171	30_40	P80372	Q50296	P21471	0.99995	0.999938	1.2e-05	1.0	0.831636	0.703785	0.867574	0.877508
SCF:0000038	AC:000034	C3SQX2	C3SR57	C3SQT7	9sx2-assembly1.cif.gz	11_24	1	12	1	36.554	2.734	PDB_exact_pair_aggregate	0.3171	30_40	P80372	Q50296	P21471	0.99995	0.999938	1.2e-05	1.0	0.831636	0.703785	0.867574	0.877508
SCF:0000039	AC:000034	C3SQX2	C3SR57	P0AG59	9sx2-assembly1.cif.gz	11_24	1	12	1	36.554	2.216	PDB_exact_pair_aggregate	0.3049	30_40	P80372	Q50296	P0AG59	0.999936	0.999938	-2e-06	0.0	0.803314	0.703785	0.064788	0.877508
SCF:0000040	AC:000035	A0A4V8GZZ5	A0A4V8GZZ8	A0A4V8H006	6igz-assembly1.cif.gz	11_24	1	1	0	38.399	2.638	PDB_exact_pair_aggregate	0.3494	30_40	A8IL32	I0YPL4	A5Z2K3	0.981786	0.99907	-0.017284	0.0	0.977053	0.004197	0.550214	0.330498
SCF:0000041	AC:000036	O74499	P87173	O14352	6ppv-assembly1.cif.gz	3_10	1	2	1	9.749	2.342	same_assembly_bridge	0.3431	30_40	O74499	P87173	O14352	0.999187	0.999818	-0.000631	0.0	0.798265	0.749197	0.65108	0.808243
SCF:0000042	AC:000038	B6A879	B6A880	B6A878	9cbc-assembly1.cif.gz	11_24	1	2	1	41.409	3.476	same_assembly_bridge	0.268	20_30	B6A879	B6A880	B6A878	0.986758	0.224847	0.761911	1.0	0.004178	0.004181	0.101953	0.371459
SCF:0000043	AC:000039	A0A9R0JF29	A0A9R0I5M6	A0A9R0J865	8xzv-assembly1.cif.gz	11_24	1	1	0	96.416	2.564	PDB_exact_pair_aggregate	0.2941	20_30	A0A9R0JF29	A0A1S3X2G3	A0A1S3YEW3	0.002275	0.013628	-0.011353	0.0	0.007661	0.006615	0.021437	0.143702
SCF:0000044	AC:000041	P39744	P43586	Q02326	7r6k-assembly1.cif.gz	11_24	1	1	0	15.192	2.9	PDB_exact_pair_aggregate	0.3525	30_40	P39744	P43586	Q02326	0.999935	0.999761	0.000174	1.0	0.043806	0.00796	0.60519	0.705343
SCF:0000045	AC:000041	P39744	P43586	P26784	7r6k-assembly1.cif.gz	11_24	1	1	0	15.192	2.648	PDB_exact_pair_aggregate	0.2752	20_30	P39744	P43586	P26784	0.999815	0.999761	5.4e-05	1.0	0.465288	0.00796	0.709737	0.705343
SCF:0000046	AC:000041	P43586	P39744	Q07896	7r6k-assembly1.cif.gz	11_24	1	1	0	15.192	2.93	same_assembly_bridge	0.2712	20_30	P43586	P39744	Q07896	0.999405	0.999761	-0.000356	0.0	0.07319	0.00796	0.730752	0.705343
SCF:0000047	AC:000042	A0A2K3DG79	A8J353	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	49.564	4.667	same_assembly_bridge	0.3	30_40	A0A2K3DG79	A8J353	A8INX1	0.158685	0.000706	0.157979	1.0	0.944416	0.004181	0.55275	0.077943
SCF:0000048	AC:000042	A0A2K3DG79	A8J353	A8IJ60	7ekq-assembly1.cif.gz	11_24	1	1	0	49.564	2.494	PDB_exact_pair_aggregate	0.2474	20_30	A0A2K3DG79	A8J353	A8IJ60	0.13096	0.000706	0.130254	1.0	0.964245	0.004181	0.675007	0.077943
SCF:0000049	AC:000042	A8J353	A0A2K3DG79	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	49.564	4.185	same_assembly_bridge	0.3151	30_40	A8J353	A0A2K3DG79	A8INX1	0.000557	0.000706	-0.000149	0.0	0.004175	0.004181	0.490563	0.077943
SCF:0000050	AC:000044	Q9TM20	Q9TM22	Q9TM21	4yuu-assembly2.cif.gz	11_24	1	1	0	34.139	3.32	PDB_exact_pair_aggregate	0.3333	30_40	Q8DIP0	P32974	P12239	0.992701	0.889198	0.103503	1.0	0.004173	0.004173	0.541014	0.505648
SCF:0000051	AC:000046	A0QVB8	A0R550	A0QSL6	8wif-assembly1.cif.gz	11_24	1	5	1	21.93	3.863	PDB_exact_pair_aggregate	0.2887	20_30	A0QVB8	P0AG59	Q50296	0.99987	0.999436	0.000434	1.0	0.826167	0.816142	0.886831	0.897696
SCF:0000052	AC:000046	A0QVB8	A0R550	A0QSP9	8wif-assembly1.cif.gz	11_24	1	5	1	21.93	3.346	PDB_exact_pair_aggregate	0.2824	20_30	A0QVB8	P0AG59	A0QSP9	0.999741	0.999436	0.000305	1.0	0.922982	0.816142	0.755043	0.897696
SCF:0000053	AC:000046	A0R550	A0QVB8	A0QSD7	8wif-assembly1.cif.gz	11_24	1	5	1	21.93	2.827	same_assembly_bridge	0.3122	30_40	P0AG59	A0QVB8	P80372	0.999931	0.999436	0.000495	1.0	0.836454	0.816142	0.834505	0.897696
SCF:0000054	AC:000048	Q2G111	Q2G2Q1	Q2G2Q4	8bh7-assembly1.cif.gz	11_24	1	16	1	17.239	4.221	PDB_exact_pair_aggregate	0.2571	20_30	A0A2V3DLV3	Q2G2Q1	Q2G2Q4	0.998353	0.999908	-0.001555	0.0	0.101051	0.055611	0.45432	0.297919
SCF:0000055	AC:000048	Q2G2Q1	Q2G111	Q2FW10	8bh7-assembly1.cif.gz	11_24	1	16	1	17.239	2.664	PDB_exact_pair_aggregate	0.3	30_40	Q2G2Q1	A0A2V3DLV3	A0QSD5	0.999917	0.999908	9e-06	1.0	0.071149	0.055611	0.009605	0.297919
SCF:0000056	AC:000049	P04637	P61218	P04908	6xre-assembly1.cif.gz	11_24	1	1	0	44.077	4.13	PDB_exact_pair_aggregate	0.3425	30_40	P04637	A0A4X1VEK9	P0C0S5	0.999905	0.999637	0.000268	1.0	0.983155	0.015709	0.806567	0.806006
SCF:0000057	AC:000049	P61218	P04637	O15446	6xre-assembly1.cif.gz	11_24	1	1	0	44.077	2.91	PDB_exact_pair_aggregate	0.3475	30_40	A0A4X1VEK9	P04637	O15446	0.999936	0.999637	0.000299	1.0	0.004217	0.015709	0.718852	0.806006
SCF:0000058	AC:000050	P21471	P21476	P21473	8cdv-assembly1.cif.gz	11_24	1	22	1	17.451	2.485	same_assembly_bridge	0.3137	30_40	P21471	A0QSD5	Q2G2Q1	0.999887	0.999801	8.6e-05	1.0	0.047773	0.708057	0.159595	0.699199
SCF:0000059	AC:000050	P21471	P21476	P21468	8cdv-assembly1.cif.gz	11_24	1	22	1	17.451	3.287	PDB_exact_pair_aggregate	0.3125	30_40	P21471	A0QSD5	P21468	0.99989	0.999801	8.9e-05	1.0	0.044295	0.708057	0.690428	0.699199
SCF:0000060	AC:000050	P21471	P21476	P21472	8cdv-assembly1.cif.gz	11_24	1	22	1	17.451	3.717	PDB_exact_pair_aggregate	0.2877	20_30	P21471	A0QSD5	P21472	0.999924	0.999801	0.000123	1.0	0.80586	0.708057	0.742997	0.699199
SCF:0000061	AC:000050	P21476	P21471	P12874	8cdv-assembly1.cif.gz	11_24	1	22	1	17.451	2.773	PDB_exact_pair_aggregate	0.2778	20_30	A0QSD5	P21471	P0AG63	0.99974	0.999801	-6.1e-05	0.0	0.527308	0.708057	0.574181	0.699199
SCF:0000062	AC:000051	P49005	P39748	Q15054	6tnz-assembly1.cif.gz	3_10	1	1	0	49.467	2.338	PDB_exact_pair_aggregate	0.2783	20_30	P49005	P39748	Q15054	0.999698	0.99954	0.000158	1.0	0.004176	0.004177	0.722968	0.778824
SCF:0000063	AC:000052	Q13426	Q9NP87	Q9UGP5	9n81-assembly1.cif.gz	11_24	1	2	1	44.251	2.601	PDB_exact_pair_aggregate	0.3575	30_40	Q13426	Q9NP87	Q9UGP5	0.997916	0.9988	-0.000884	0.0	0.893317	0.937962	0.837604	0.816987
SCF:0000064	AC:000052	Q13426	Q9NP87	Q8IW19	9n81-assembly1.cif.gz	11_24	1	2	1	44.251	2.537	PDB_exact_pair_aggregate	0.25	20_30	Q13426	Q9NP87	Q8IW19	0.997118	0.9988	-0.001682	0.0	0.415447	0.937962	0.468755	0.816987
SCF:0000065	AC:000053	P07839	Q75VY9	P12356	7wzn-assembly1.cif.gz	11_24	1	1	0	24.181	2.994	PDB_exact_pair_aggregate	0.3209	30_40	P07839	I0YPL4	P12356	0.997973	0.999728	-0.001755	0.0	0.004183	0.970266	0.333441	0.304339
SCF:0000066	AC:000054	O43402	Q9NPA0	Q9P0I2	8j0o-assembly1.cif.gz	3_10	1	8	1	50.964	2.274	same_assembly_bridge	0.2375	20_30	O43402	Q9NPA0	Q9P0I2	0.999672	0.999857	-0.000185	0.0	0.00418	0.004179	0.657115	0.563929
SCF:0000067	AC:000055	E9NPS7	I0YQ46	I0YPL4	9kqp-assembly1.cif.gz	11_24	1	2	1	11.714	2.519	PDB_exact_pair_aggregate	0.4324	40_50	A0T0M8	Q84Y02	I0YPL4	0.995188	0.999283	-0.004095	0.0	0.004189	0.006898	0.016348	0.3725
SCF:0000068	AC:000055	E9NPS7	I0YQ46	I0Z687	9kqp-assembly1.cif.gz	11_24	1	2	1	11.714	2.889	PDB_exact_pair_aggregate	0.306	30_40	A0T0M8	Q84Y02	A8IL32	0.974493	0.999283	-0.02479	0.0	0.010055	0.006898	0.161305	0.3725
SCF:0000069	AC:000056	P29256	P09192	Q55274	8am5-assembly1.cif.gz	11_24	1	1	0	57.258	3.239	PDB_exact_pair_aggregate	0.3842	30_40	P29256	D0VWR8	Q55274	0.998922	0.996724	0.002198	1.0	0.44626	0.005693	0.398467	0.030422
SCF:0000070	AC:000057	C4R3Z5	C4R5R1	C4QZQ7	8yfq-assembly1.cif.gz	11_24	1	2	1	24.009	2.248	PDB_exact_pair_aggregate	0.3048	30_40	C4R3Z5	C4R5R1	I3LGP4	0.999792	0.988999	0.010793	1.0	0.004215	0.004249	0.573666	0.562582
SCF:0000071	AC:000057	C4R3Z5	C4R5R1	C4R370	8yfq-assembly1.cif.gz	11_24	1	2	1	24.009	2.372	PDB_exact_pair_aggregate	0.2982	20_30	C4R3Z5	C4R5R1	F2QUC3	0.987786	0.988999	-0.001213	0.0	0.004197	0.004249	0.74867	0.562582
SCF:0000072	AC:000057	C4R3Z5	C4R5R1	F2QUC3	8yfq-assembly1.cif.gz	11_24	1	2	1	24.009	2.408	PDB_exact_pair_aggregate	0.2982	20_30	C4R3Z5	C4R5R1	F2QUC3	0.987786	0.988999	-0.001213	0.0	0.004197	0.004249	0.74867	0.562582
SCF:0000073	AC:000058	O14810	P60880	P32851	3rl0-assembly5.cif.gz	3_10	1	2	1	9.031	2.304	PDB_exact_pair_aggregate	0.3432	30_40	P63041	P60880	P32851	0.999764	0.99979	-2.6e-05	0.0	0.016361	0.004193	0.728245	0.706121
SCF:0000074	AC:000058	P60880	O14810	P63041	3rl0-assembly5.cif.gz	3_10	1	2	1	9.031	3.279	PDB_exact_pair_aggregate	0.9701	ge50	P60880	P63041	P63041	0.999676	0.99979	-0.000114	0.0	0.004196	0.004193	0.705133	0.706121
SCF:0000075	AC:000063	O19882	O19928	Q9TM46	4yuu-assembly2.cif.gz	11_24	1	1	0	35.097	2.649	PDB_exact_pair_aggregate	0.3132	30_40	P12240	Q8DIQ1	D0VWR7	0.997817	0.997464	0.000353	1.0	0.062117	0.094642	0.507787	0.397754
SCF:0000076	AC:000064	Q12464	P31376	Q03388	9b1e-assembly1.cif.gz	11_24	1	1	0	43.333	2.69	same_assembly_bridge	0.2808	20_30	Q9Y230	P31376	Q03388	0.984606	0.976131	0.008475	1.0	0.455336	0.07308	0.79911	0.720651
SCF:0000077	AC:000068	O94646	O94376	O13964	5n9j-assembly1.cif.gz	11_24	1	2	1	25.531	2.303	PDB_exact_pair_aggregate	0.321	30_40	O94646	O94376	O13964	0.999901	0.999937	-3.6e-05	0.0	0.086422	0.818088	0.369338	0.747063
SCF:0000078	AC:000068	O94646	O94376	O14010	5n9j-assembly1.cif.gz	11_24	1	2	1	25.531	2.798	PDB_exact_pair_aggregate	0.2903	20_30	O94646	O94376	O14010	0.999941	0.999937	4e-06	1.0	0.222884	0.818088	0.786842	0.747063
SCF:0000079	AC:000070	Q9UKF6	Q969L4	P62318	6v4x-assembly1.cif.gz	3_10	1	4	1	19.473	4.694	PDB_exact_pair_aggregate	0.2391	20_30	Q9UKF6	Q969L4	P62318	0.9999	0.99903	0.00087	1.0	0.792625	0.64696	0.721212	0.794957
SCF:0000080	AC:000070	Q9UKF6	Q969L4	P62308	6v4x-assembly1.cif.gz	3_10	1	4	1	19.473	2.569	same_assembly_bridge	0.2239	20_30	Q9UKF6	Q969L4	P62308	0.999559	0.99903	0.000529	1.0	0.956055	0.64696	0.799995	0.794957
SCF:0000081	AC:000074	G0RZG4	G0SCD1	G0SC21	8r1o-assembly1.cif.gz	3_10	1	2	1	12.76	2.755	PDB_exact_pair_aggregate	0.3131	30_40	G0RZG4	G0SCD1	G0SC21	0.999693	0.999611	8.2e-05	1.0	0.00418	0.004174	0.499636	0.308038
SCF:0000082	AC:000074	G0RZG4	G0SCD1	P0CT46	8r1o-assembly1.cif.gz	3_10	1	2	1	12.76	2.579	same_assembly_bridge	0.2674	20_30	G0RZG4	G0SCD1	P0CT46	0.999613	0.999611	2e-06	1.0	0.004174	0.004174	0.129193	0.308038
SCF:0000083	AC:000074	G0SCD1	G0RZG4	G0S1P1	8r1o-assembly1.cif.gz	3_10	1	2	1	12.76	2.361	PDB_exact_pair_aggregate	0.3566	30_40	G0SCD1	G0RZG4	G0S1P1	0.999052	0.999611	-0.000559	0.0	0.004174	0.004174	0.108608	0.308038
SCF:0000084	AC:000077	A8IH07	A8IJY7	A8IL21	7ekq-assembly1.cif.gz	11_24	1	1	0	45.257	2.446	PDB_exact_pair_aggregate	0.2965	20_30	A8IH07	A8IJY7	A8IL21	0.99077	0.015314	0.975456	1.0	0.00418	0.00418	0.507164	0.401695
SCF:0000085	AC:000077	A8IH07	A8IJY7	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	45.257	2.448	same_assembly_bridge	0.2961	20_30	A8IH07	A8IJY7	A8INX1	0.281478	0.015314	0.266164	1.0	0.004176	0.00418	0.531633	0.401695
SCF:0000086	AC:000077	A8IJY7	A8IH07	A8INX1	7ekq-assembly1.cif.gz	11_24	1	1	0	45.257	4.229	same_assembly_bridge	0.3052	30_40	A8IJY7	A8IH07	A8INX1	0.269701	0.015314	0.254387	1.0	0.960297	0.00418	0.671971	0.401695
SCF:0000087	AC:000078	P36121	P07703	P32910	8bws-assembly1.cif.gz	11_24	1	24	1	45.537	2.347	PDB_exact_pair_aggregate	0.2717	20_30	P36121	P07703	P32910	0.999919	0.999942	-2.3e-05	0.0	0.004176	0.004176	0.758038	0.408082
SCF:0000088	AC:000079	P28000	P47076	P20435	7z31-assembly1.cif.gz	11_24	1	25	1	32.454	2.557	PDB_exact_pair_aggregate	0.2258	20_30	P28000	P47076	A0A4X1VEK9	0.999538	0.999905	-0.000367	0.0	0.011521	0.00419	0.772672	0.818309
SCF:0000089	AC:000081	I7MDA9	I7MLZ4	I7M6D6	8th8-assembly1.cif.gz	11_24	1	2	1	102.402	1.921	PDB_exact_pair_aggregate	0.2854	20_30	I7MDA9	I7MLZ4	I7M6D6	0.000223	0.998868	-0.998645	0.0	0.004183	0.004177	0.059175	0.499751
SCF:0000090	AC:000081	I7MDA9	I7MLZ4	Q229S1	8th8-assembly1.cif.gz	11_24	1	2	1	102.402	2.82	PDB_exact_pair_aggregate	0.285	20_30	I7MDA9	I7MLZ4	Q229S1	0.000969	0.998868	-0.997899	0.0	0.004183	0.004177	0.250068	0.499751
SCF:0000091	AC:000083	O19928	Q9TM46	Q9TM47	4yuu-assembly2.cif.gz	11_24	1	1	0	9.558	2.421	same_assembly_bridge	0.3074	30_40	Q8DIQ1	D0VWR7	D0VWR8	0.161966	0.997992	-0.836026	0.0	0.005035	0.352048	0.033957	0.639644
SCF:0000092	AC:000083	O19928	Q9TM46	O19895	4yuu-assembly2.cif.gz	11_24	1	1	0	9.558	2.342	PDB_exact_pair_aggregate	0.3056	30_40	Q8DIQ1	D0VWR7	P0A444	0.757294	0.997992	-0.240698	0.0	0.011242	0.352048	0.44796	0.639644
SCF:0000093	AC:000085	Q23YW7	Q24CL2	Q24DJ0	8th8-assembly1.cif.gz	11_24	1	2	1	29.163	1.875	PDB_exact_pair_aggregate	0.2878	20_30	Q23YW7	Q24CL2	Q24DJ0	0.001245	0.008311	-0.007066	0.0	0.004179	0.004186	0.209833	0.199943
