triplet_id	split	internal_dev	ac_id	anchor	c	d	fam_a	fam_c	fam_d	pdb_id	pdb_count	stratum	replicated_noncontact
SCF:0000750	family_unseen	0	AC:000632	Q91VD9	Q9DC70	Q9D6J6	Q91VD9	Q9DC70	Q9D6J6	8xny	43	11_24	1
SCF:0000776	family_unseen	0	AC:000644	A1B4F2	A1B3D7	A1B4F3	A1B4F2	A1B3D7	A1B4F3	9fks	5	11_24	1
SCF:0000791	family_unseen	0	AC:000661	Q15019	Q16181	Q14141	Q15019	Q16181	Q14141	7m6j	2	3_10	1
SCF:0000792	family_unseen	0	AC:000661	Q16181	Q15019	Q14141	Q16181	Q15019	Q14141	7m6j	2	3_10	1
SCF:0000802	family_unseen	0	AC:000669	A0A125YG13	A0A125YMK3	S8GU15	A0A125YG13	A0A125YMK3	S8GU15	9fi8	2	11_24	1
SCF:0000803	family_unseen	0	AC:000669	A0A125YG13	A0A125YMK3	S8F4G4	A0A125YG13	A0A125YMK3	S8F4G4	9fi8	2	11_24	1
SCF:0000807	family_unseen	0	AC:000671	Q03799	P36056	P48237	Q03799	P36056	P48237	8d8j	2	11_24	1
SCF:0000816	family_unseen	0	AC:000677	S7UVH4	A0A125YN38	S7W617	S7UVH4	S8GED8	S7W617	9i4x	1	11_24	0
SCF:0000827	family_unseen	0	AC:000681	B8YB57	B8YB56	B8YB54	B8YB57	P39471	B8YB54	2wb1	5	11_24	1
SCF:0000828	family_unseen	0	AC:000683	A0QU34	A0QU29	A0QU23	A0QU34	A0QU29	A0QU23	8e9i	3	11_24	1
SCF:0000829	family_unseen	0	AC:000683	A0QU34	A0QU29	A0QU25	A0QU34	A0QU29	A0QU25	8e9i	3	11_24	1
SCF:0000845	family_unseen	0	AC:000690	A8JC51	A8IKI9	A8J5P7	A8JC51	A8IKI9	A8J5P7	9f5z	2	11_24	1
SCF:0000862	family_unseen	0	AC:000710	B8YB63	B8YB54	B8YB56	B8YB63	B8YB54	P39471	2wb1	3	11_24	1
SCF:0000875	family_unseen	0	AC:000723	F1SDI2	F1RPD2	A0A8D0PK14	F1SDI2	D0VX29	A0A8D0PK14	8zow	20	11_24	1
SCF:0000876	family_unseen	0	AC:000723	F1SDI2	F1RPD2	F1SKM0	F1SDI2	D0VX29	A0A8D0PK14	8zow	20	11_24	1
SCF:0000887	family_unseen	0	AC:000729	Q980R1	Q7LXK4	Q980Q9	Q980R1	Q7LXK4	B8YB60	3hkz	2	11_24	1
SCF:0000905	family_unseen	0	AC:000749	Q2FKZ2	Q2FRL9	Q2FRK1	Q2FKZ2	Q2FRL9	Q2FRK1	7bkb	2	11_24	1
SCF:0000915	family_unseen	0	AC:000764	Q03718	P38632	Q07913	Q03718	P38632	Q07913	8i4x	2	3_10	1
SCF:0000916	family_unseen	0	AC:000767	O00483	P24311	P14854	O00483	P24311	P14854	9i7u	2	11_24	1
SCF:0000917	family_unseen	0	AC:000767	P24311	O00483	P09669	P24311	O00483	P04038	9i7u	2	11_24	1
SCF:0000920	family_unseen	0	AC:000775	P33339	Q12308	P32367	P33339	Q12308	P32367	8ffz	1	3_10	0
SCF:0000921	family_unseen	0	AC:000775	Q12308	P33339	P34111	Q12308	P33339	P34111	8ffz	1	3_10	0
SCF:0000936	family_unseen	0	AC:000785	D7NIZ2	D7P897	D8V7I2	D7NIZ2	D7P897	D8V7I2	6rdf	3	11_24	1
SCF:0000937	family_unseen	0	AC:000787	A0A2K9VK97	A0A2K9VK99	A0A2K9VK98	A0A2K9VK97	A0A2K9VK99	A0A2K9VK98	9c39	1	11_24	0
SCF:0000954	family_unseen	0	AC:000796	B7GL84	B7GIG3	B7GL96	B7GL84	B7GIG3	B7GL96	6z16	1	11_24	0
SCF:0000961	family_unseen	0	AC:000800	P16685	P16678	P16686	P16685	P16678	P16686	7z19	5	3_10	1
SCF:0000963	family_unseen	0	AC:000803	Q980T8	P57766	Q97Z84	Q980T8	P57766	Q97Z84	7rpx	3	3_10	1
SCF:0000968	family_unseen	0	AC:000806	A0AAN0NP81	A9WEV7	A9WEV4	A0AAN0NP81	A9WEV7	A9WEV4	8k9f	3	3_10	1
SCF:0000973	family_unseen	0	AC:000810	P53330	P32591	P43609	P53330	P32591	P43609	7egp	3	11_24	1
SCF:0000974	family_unseen	0	AC:000810	P53330	P32591	P53628	P53330	P32591	P53628	7egp	3	11_24	1
SCF:0000975	family_unseen	0	AC:000810	P53330	P32591	Q02206	P53330	P32591	Q02206	7egp	3	11_24	1
SCF:0000994	family_unseen	0	AC:000820	A0A0D9RB67	A0A0D9R493	A0A0D9RSN1	Q2EN79	D0VX29	A0A8D0PK14	9h8t	1	11_24	0
SCF:0001005	family_unseen	0	AC:000829	P92558	Q9C6B3	Q9SMN1	P92558	Q9C6B3	Q9SMN1	7aqq	7	11_24	1
SCF:0001006	family_unseen	0	AC:000829	P92558	Q9C6B3	Q9SK66	P92558	Q9C6B3	Q9SK66	7aqq	7	11_24	1
SCF:0001007	family_unseen	0	AC:000829	Q9C6B3	P92558	O05000	Q9C6B3	P92558	O05000	7aqq	7	11_24	1
SCF:0001019	family_unseen	0	AC:000838	D7P6B9	D7P897	D8V7I2	D7P6B9	D7P897	D8V7I2	6rda	3	11_24	1
SCF:0001023	family_unseen	0	AC:000841	P9WPV1	P9WPV3	P9WPU7	P9WPV1	P9WPV3	P9WPU7	8jr0	3	11_24	1
SCF:0001024	family_unseen	0	AC:000841	P9WPV1	P9WPV3	P9WPU9	P9WPV1	P9WPV3	P9WPU9	8jr0	3	11_24	1
SCF:0001025	family_unseen	0	AC:000841	P9WPV3	P9WPV1	P9WPV5	P9WPV3	P9WPV1	A0R204	8jr0	3	11_24	1
SCF:0001056	family_unseen	0	AC:000873	Q9NZ42	Q8WW43	Q96BI3	Q9NZ42	Q8WW43	Q8WW43	8oqy	2	3_10	1
SCF:0001058	family_unseen	0	AC:000875	Q32NC0	Q969H6	O95059	Q32NC0	Q969H6	O95059	9uha	3	11_24	1
SCF:0001085	family_unseen	0	AC:000897	Q0IHJ3	Q4V7I1	B1H1T5	Q0IHJ3	Q4V7I1	B1H1T5	8at4	3	3_10	1
SCF:0001094	family_unseen	0	AC:000907	Q96F46	Q9H293	Q16552	Q96F46	Q9H293	Q16552	7uwl	1	3_10	0
SCF:0001143	family_unseen	0	AC:000954	Q02260	Q08920	P40018	Q02260	Q08920	P40018	6n7p	1	11_24	0
SCF:0001144	family_unseen	0	AC:000954	Q02260	Q08920	Q00916	Q02260	Q08920	Q00916	6n7p	1	11_24	0
SCF:0001153	family_unseen	0	AC:000960	Q8N4V1	Q9NPA0	Q9P0I2	Q8N4V1	Q9NPA0	Q9P0I2	8eoi	9	11_24	1
SCF:0001172	family_unseen	0	AC:000979	A0A2R8VHF7	C6KI89	A2RTF1	A0A2R8VHF7	C6KI89	A2RTF1	7eeb	3	11_24	1
SCF:0001179	family_unseen	0	AC:000986	A0A125YXT1	S8F943	A0A125YMK3	A0A125YXT1	S8F943	A0A125YMK3	9fi8	2	11_24	1
SCF:0001185	family_unseen	0	AC:000990	P32457	Q07657	P32468	P32457	Q07657	P32468	9gd4	2	3_10	1
SCF:0001186	family_unseen	0	AC:000990	P32457	Q07657	P25342	P32457	Q07657	P25342	9gd4	2	3_10	1
SCF:0001187	family_unseen	0	AC:000990	Q07657	P32457	P32468	Q07657	P32457	P32468	9gd4	2	3_10	1
SCF:0001188	family_unseen	0	AC:000992	A0A1S3TZB2	A0A1S3UMA0	A0A1S3U1E4	A0A1S3TZB2	A0A1S3UMA0	A0A1S3U1E4	7jro	1	3_10	0
SCF:0001199	family_unseen	0	AC:000999	Q8U0E4	Q8U216	Q8U4N1	Q5JJF4	Q5JI52	Q5JE88	8orq	5	11_24	1
SCF:0001216	family_unseen	0	AC:001015	A0A5S8WF82	A0A5S8WF90	A0A5S8WF91	A0A5S8WF82	A0A5S8WF91	A0A5S8WF91	6pig	1	3_10	0
SCF:0001226	family_unseen	0	AC:001030	Q04491	P47170	P49687	Q04491	P47170	P49687	8adl	2	11_24	1
SCF:0001227	family_unseen	0	AC:001030	Q04491	P47170	P52593	Q04491	P47170	P52593	8adl	2	11_24	1
SCF:0001231	family_unseen	0	AC:001035	Q9BV81	Q9NPA0	Q9P0I2	Q9BV81	Q9NPA0	Q9P0I2	8s9s	9	3_10	1
SCF:0001232	family_unseen	0	AC:001041	P40208	P25569	P53076	P40208	P25569	P53076	7nsb	1	3_10	0
SCF:0001233	family_unseen	0	AC:001041	P40208	P25569	P40492	P40208	P25569	P40492	7nsb	1	3_10	0
SCF:0001234	family_unseen	0	AC:001041	P40208	P25569	P40547	P40208	P25569	P40547	7nsb	1	3_10	0
SCF:0001243	family_unseen	0	AC:001048	P28791	Q12745	P33891	P28791	Q12745	P33891	8eki	1	3_10	0
SCF:0001244	family_unseen	0	AC:001048	Q12745	P28791	P53146	Q12745	P28791	P53146	8eki	1	3_10	0
SCF:0001263	family_unseen	0	AC:001062	P9WGY5	P9WIU9	P9WGZ1	A0QWT1	P9WIU9	P9WGZ1	8e82	2	3_10	1
SCF:0001264	family_unseen	0	AC:001065	Q23RH8	Q23S01	Q22E95	Q23RH8	Q23S01	Q22E95	8b6g	3	11_24	1
SCF:0001265	family_unseen	0	AC:001065	Q23RH8	Q23S01	Q22W32	Q23RH8	Q23S01	Q22W32	8b6g	3	11_24	1
SCF:0001268	family_unseen	0	AC:001071	Q12431	P39543	P47133	Q12431	P39543	P47133	7ktx	3	11_24	1
SCF:0001281	family_unseen	0	AC:001084	Q9NZQ3	O15145	Q3T035	Q9NZQ3	Q3T035	Q3T035	9i2b	1	11_24	0
SCF:0001293	family_unseen	0	AC:001091	Q9B6D4	Q9B6E8	Q9B6C8	Q9B6D4	Q9B6E8	Q9B6C8	7zkp	7	11_24	1
SCF:0001294	family_unseen	0	AC:001091	Q9B6E8	Q9B6D4	Q9B6C7	Q9B6E8	Q9B6D4	Q9B6C7	7zkp	7	11_24	1
SCF:0001307	family_unseen	0	AC:001095	P53732	P48237	P36056	P53732	P48237	P36056	8d8j	1	11_24	0
SCF:0001337	family_unseen	0	AC:001119	P53330	P43554	Q05123	P53330	P43554	Q05123	7egp	2	11_24	1
SCF:0001338	family_unseen	0	AC:001119	P53330	P43554	Q02206	P53330	P43554	Q02206	7egp	2	11_24	1
SCF:0001339	family_unseen	0	AC:001119	P53330	P43554	Q06488	P53330	P43554	Q06488	7egp	2	11_24	1
SCF:0001341	family_unseen	0	AC:001124	P32481	P12754	P32501	P32481	P12754	P32501	6qg6	8	11_24	1
SCF:0001344	family_unseen	0	AC:001127	A0A5C6J4N7	A0A5M5QTL0	A0A9X9IKM4	A0A5C6J4N7	A0A5M5QTL0	A0A9X9IKM4	9lq8	4	3_10	1
SCF:0001351	family_unseen	0	AC:001136	D8V7I7	D8V7I2	D7P897	D8V7I7	D8V7I2	D7P897	9evd	4	11_24	1
SCF:0001363	family_unseen	0	AC:001143	Q3E7B6	P32341	P53262	Q3E7B6	P32341	P53262	8eas	1	11_24	0
SCF:0001364	family_unseen	0	AC:001145	P18384	P07611	P16710	P18384	P07611	P16710	9hbk	2	3_10	1
SCF:0001370	family_unseen	0	AC:001166	A0ACD6B9M6	A0ACD6B9M9	A0ACD6B9K7	A0ACD6B9M6	A0ACD6B9M6	A0ACD6B9K7	8uhe	1	11_24	0
SCF:0001371	family_unseen	0	AC:001166	A0ACD6B9M9	A0ACD6B9M6	A0ACD6B9K7	A0ACD6B9M6	A0ACD6B9M6	A0ACD6B9K7	8uhe	1	11_24	0
SCF:0001384	family_unseen	0	AC:001185	P33448	P53969	P23644	P33448	P53969	P23644	7e4i	1	3_10	0
SCF:0001388	family_unseen	0	AC:001193	Q7Z4L5	Q8NEZ3	Q9P2L0	Q7Z4L5	Q8NEZ3	Q9P2L0	8fgw	2	3_10	1
SCF:0001389	family_unseen	0	AC:001193	Q8NEZ3	Q7Z4L5	Q9P2L0	Q8NEZ3	Q7Z4L5	Q9P2L0	8fgw	2	3_10	1
SCF:0001390	family_unseen	0	AC:001196	P02721	Q28852	P07926	P02721	Q28852	Q4VT52	6ziu	16	11_24	1
SCF:0001400	family_unseen	0	AC:001200	G0S770	G0S7B2	G0SED0	G0S770	G0S7B2	G0SED0	9ynw	1	11_24	0
SCF:0001412	family_unseen	0	AC:001206	I3L9H6	A0A0R4J8D5	F1S8U4	I3L9H6	A0A0R4J8D5	F1S8U4	4v1a	2	11_24	1
SCF:0001413	family_unseen	0	AC:001209	P41806	P32842	P25515	P41806	P25515	P25515	8eau	1	11_24	0
SCF:0001414	family_unseen	0	AC:001212	G0S842	G0S7B2	G0SED0	G0S842	G0S7B2	G0SED0	9ynw	1	11_24	0
SCF:0001416	family_unseen	0	AC:001216	P0AC41	P0AC44	P69054	P0AC41	P0AC44	P69054	2ws3	10	3_10	1
SCF:0001417	family_unseen	0	AC:001218	A8HRZ4	A8IU42	A0A2K3D591	A8HRZ4	A8IU42	A0A2K3D591	9f61	4	11_24	1
SCF:0001421	family_unseen	0	AC:001223	A0QU34	A0QU24	A0QU23	A0QU34	A0QU24	A0QU23	8e9g	3	11_24	1
SCF:0001422	family_unseen	0	AC:001223	A0QU34	A0QU24	A0QU25	A0QU34	A0QU24	A0QU25	8e9g	3	11_24	1
SCF:0001429	family_unseen	0	AC:001241	P9WH23	P9WP67	A0R049	P9WH23	P9WP67	P9WP67	8hcr	1	11_24	0
SCF:0001430	family_unseen	0	AC:001241	P9WP67	P9WH23	P9WP69	P9WP67	P9WH23	P9WP69	8hcr	1	11_24	0
SCF:0001444	family_unseen	0	AC:001251	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M9	A0ACD6B9L8	A0ACD6B9K7	A0ACD6B9M6	8uhe	1	11_24	0
