triplet_id	split	internal_dev	ac_id	anchor	c	d	fam_a	fam_c	fam_d	pdb_id	pdb_count	stratum	replicated_noncontact
SCF:0000955	dropped_mixed_protein	0	AC:000799	P0DOX7	S6B2B6	S6C4R2	Q8TCD0	S6C4S0	S6C4S0	5w1k	1	3_10	0
SCF:0000958	dropped_mixed_protein	0	AC:000799	S6B2B6	P0DOX7	Q6PIL8	S6C4S0	Q8TCD0	Q8TCD0	5w1k	1	3_10	0
SCF:0000960	dropped_mixed_protein	0	AC:000799	S6B2B6	P0DOX7	Q8N355	S6C4S0	Q8TCD0	G0YP42	5w1k	1	3_10	0
SCF:0000976	dropped_mixed_protein	0	AC:000812	Q9Y265	P06899	Q16778	Q9Y265	O23629	O23629	7zi4	2	11_24	1
SCF:0000977	dropped_mixed_protein	0	AC:000812	Q9Y265	P06899	P04908	Q9Y265	O23629	P0C0S5	7zi4	2	11_24	1
SCF:0000978	dropped_mixed_protein	0	AC:000812	Q9Y265	P06899	P68431	Q9Y265	O23629	P02299	7zi4	2	11_24	1
SCF:0000979	dropped_mixed_protein	0	AC:000813	S6B2B6	S6C4R2	S6C4S0	S6C4S0	S6C4S0	S6C4S0	5w1k	1	3_10	0
SCF:0000980	dropped_mixed_protein	0	AC:000813	S6B2B6	S6C4R2	Q6GMX4	S6C4S0	S6C4S0	G0YP42	5w1k	1	3_10	0
SCF:0000981	dropped_mixed_protein	0	AC:000813	S6B2B6	S6C4R2	Q8N355	S6C4S0	S6C4S0	G0YP42	5w1k	1	3_10	0
SCF:0000982	dropped_mixed_protein	0	AC:000813	S6C4R2	S6B2B6	Q7Z3Y4	S6C4S0	S6C4S0	Q8TCD0	5w1k	1	3_10	0
SCF:0000983	dropped_mixed_protein	0	AC:000813	S6C4R2	S6B2B6	P0DOX7	S6C4S0	S6C4S0	Q8TCD0	5w1k	1	3_10	0
SCF:0000995	dropped_mixed_protein	0	AC:000821	A0A2P6TMX4	A0A2P6U4S6	A0A2P6U0J1	A0A4V8H004	A0A4V8H007	P14225	6zzx	2	11_24	1
SCF:0001015	dropped_mixed_protein	0	AC:000836	P16002	Q32904	Q41038	P16002	A0A2K1IB10	F2D0D5	6zoo	2	11_24	1
SCF:0001016	dropped_mixed_protein	0	AC:000836	P16002	Q32904	Q01667	P16002	A0A2K1IB10	A0A9R0J8B1	6zoo	2	11_24	1
SCF:0001017	dropped_mixed_protein	0	AC:000836	Q32904	P16002	P09911	A0A2K1IB10	P16002	P07839	6zoo	2	11_24	1
SCF:0001022	dropped_mixed_protein	0	AC:000840	D0FXV2	Q56D18	C1K004	A0T0M8	Q56D18	I0YPL4	9mgw	1	11_24	0
SCF:0001031	dropped_mixed_protein	0	AC:000847	A0A4V8H008	A0A4V8H010	A0A1L2EDU0	P12356	E9NPX1	A0A1L2EDU0	9k1e	3	11_24	1
SCF:0001032	dropped_mixed_protein	0	AC:000847	A0A4V8H008	A0A4V8H010	A0A0D6E2L8	P12356	E9NPX1	A0A1L2EDU0	9k1e	3	11_24	1
SCF:0001033	dropped_mixed_protein	0	AC:000847	A0A4V8H010	A0A4V8H008	A0A4V8GZZ5	E9NPX1	P12356	A8IL32	9k1e	3	11_24	1
SCF:0001048	dropped_mixed_protein	0	AC:000862	P14224	Q39615	Q93WL4	P14224	A5Z2K3	A9RT62	8h2u	15	11_24	1
SCF:0001049	dropped_mixed_protein	0	AC:000862	Q39615	P14224	P14225	A5Z2K3	P14224	P14225	8h2u	15	11_24	1
SCF:0001067	dropped_mixed_protein	0	AC:000881	P52434	P06899	O75575	A0A8D1AQR7	O23629	O75575	8xrj	2	11_24	1
SCF:0001071	dropped_mixed_protein	0	AC:000884	A9SL09	A0A2K1K0C7	A9RT62	A0A2K1JDR4	F2D0D5	A9RT62	6l35	2	11_24	1
SCF:0001077	dropped_mixed_protein	0	AC:000886	M2XW22	E3UIU9	M2XWX3	M2XW22	Q85FP8	M2XWX3	9kc5	1	11_24	0
SCF:0001109	dropped_mixed_protein	0	AC:000915	Q9SUI4	Q9SY97	Q9SHE8	A8IL32	A0A2K1IB10	Q9SHE8	7wfd	2	11_24	1
SCF:0001116	dropped_mixed_protein	0	AC:000918	P61077	P07305	P06899	A0A6P5C4T4	P07305	O23629	9ipu	1	11_24	0
SCF:0001129	dropped_mixed_protein	0	AC:000935	P10793	P16002	Q9S831	A0A4V8H005	P16002	A0A1D6HY75	6yez	2	11_24	1
SCF:0001131	dropped_mixed_protein	0	AC:000935	P10793	P16002	P36886	A0A4V8H005	P16002	A0A4V8GZZ4	6yez	2	11_24	1
SCF:0001132	dropped_mixed_protein	0	AC:000936	E3UIU0	M2XR49	M2Y652	A0T0M8	M2XR49	M2VTV2	9kc5	1	11_24	0
SCF:0001133	dropped_mixed_protein	0	AC:000936	E3UIU0	M2XR49	E3UIU5	A0T0M8	M2XR49	E3UIU5	9kc5	1	11_24	0
SCF:0001134	dropped_mixed_protein	0	AC:000936	E3UIU0	M2XR49	M2X4U9	A0T0M8	M2XR49	M2X4U9	9kc5	1	11_24	0
SCF:0001135	dropped_mixed_protein	0	AC:000936	M2XR49	E3UIU0	E3UIU1	M2XR49	A0T0M8	T1RIQ1	9kc5	1	11_24	0
SCF:0001142	dropped_mixed_protein	0	AC:000950	P12241	P0DM37	P19054	P32974	P0DM37	P19054	7eda	34	11_24	1
SCF:0001154	dropped_mixed_protein	0	AC:000965	E3UIU1	E3UIU9	M2XWX3	T1RIQ1	Q85FP8	M2XWX3	9kc5	1	11_24	0
SCF:0001158	dropped_mixed_protein	0	AC:000968	Q9SUI4	Q9S7N7	Q9SHE8	A8IL32	B6U534	Q9SHE8	8j7b	7	11_24	1
SCF:0001170	dropped_mixed_protein	0	AC:000977	A0A4X1VTX4	I3LGP4	Q6PD62	O81098	I3LGP4	Q6PD62	9mlc	1	11_24	0
SCF:0001171	dropped_mixed_protein	0	AC:000977	I3LGP4	A0A4X1VTX4	I3LSI7	I3LGP4	O81098	O81098	9mlc	1	11_24	0
SCF:0001180	dropped_mixed_protein	0	AC:000988	P80374	Q5SJH3	P80382	C3SRY2	Q5SJH3	P62659	1ibk	400	11_24	1
SCF:0001181	dropped_mixed_protein	0	AC:000988	P80374	Q5SJH3	Q5SLQ0	C3SRY2	Q5SJH3	P62659	1ibk	400	11_24	1
SCF:0001182	dropped_mixed_protein	0	AC:000988	P80374	Q5SJH3	P80377	C3SRY2	Q5SJH3	B7IA17	1ibk	400	11_24	1
SCF:0001183	dropped_mixed_protein	0	AC:000988	Q5SJH3	P80374	Q5SHN3	Q5SJH3	C3SRY2	P21472	1ibk	400	11_24	1
SCF:0001184	dropped_mixed_protein	0	AC:000988	Q5SJH3	P80374	P80376	Q5SJH3	C3SRY2	Q50296	1ibk	400	11_24	1
SCF:0001206	dropped_mixed_protein	0	AC:001010	Q6PIL8	S6C4R2	S6B2B6	Q8TCD0	S6C4S0	S6C4S0	5w1k	1	3_10	0
SCF:0001209	dropped_mixed_protein	0	AC:001010	S6C4R2	Q6PIL8	P0DOX7	S6C4S0	Q8TCD0	Q8TCD0	5w1k	1	3_10	0
SCF:0001217	dropped_mixed_protein	0	AC:001016	A0QSD5	A0QSP9	A0R550	A0QSD5	A0QSP9	P0AG59	8yp6	18	11_24	1
SCF:0001218	dropped_mixed_protein	0	AC:001016	A0QSP9	A0QSD5	A0QSL5	A0QSP9	A0QSD5	B7IA17	8yp6	18	11_24	1
SCF:0001229	dropped_mixed_protein	0	AC:001032	P17227	E1C9L0	D5MAL3	E9NPX1	Q55329	Q55329	3lw5	1	11_24	0
SCF:0001230	dropped_mixed_protein	0	AC:001032	P17227	E1C9L0	P17230	E9NPX1	Q55329	Q55329	3lw5	1	11_24	0
SCF:0001248	dropped_mixed_protein	0	AC:001055	Q8MFA3	A0A2K1JLZ3	A9RT62	A0T0M8	A0A9R0J8B1	A9RT62	6l35	1	11_24	0
SCF:0001273	dropped_mixed_protein	0	AC:001075	Q83ES8	Q83ER2	Q83ED6	P17291	Q83ER2	Q83ED6	9t0z	3	11_24	1
SCF:0001280	dropped_mixed_protein	0	AC:001083	Q41038	E1C9L2	Q32904	F2D0D5	E1C9L2	A0A2K1IB10	4y28	2	11_24	1
SCF:0001289	dropped_mixed_protein	0	AC:001088	A8IFG7	Q75VY9	Q93WL4	A8IFG7	I0YPL4	A9RT62	7bgi	4	11_24	1
SCF:0001359	dropped_mixed_protein	0	AC:001142	P04969	P21470	P21469	Q50296	A0A1M6R974	P17291	8cdu	22	11_24	1
SCF:0001360	dropped_mixed_protein	0	AC:001142	P04969	P21470	P20282	Q50296	A0A1M6R974	B7IA17	8cdu	22	11_24	1
SCF:0001385	dropped_mixed_protein	0	AC:001187	B6U534	B6TXS5	O65101	B6U534	B6TXS5	A0A2K1JDR4	5zji	1	11_24	0
SCF:0001401	dropped_mixed_protein	0	AC:001202	Q32P78	F2Z4C9	F2Z4H3	C4R009	A0A4X1VEK9	A0A8D1AQR7	9xgk	1	11_24	0
SCF:0001465	dropped_mixed_protein	0	AC:001270	Q8LCQ4	Q9SHE8	Q9SY97	F2D0D5	Q9SHE8	A0A2K1IB10	7wfd	2	11_24	1
SCF:0001469	dropped_mixed_protein	0	AC:001273	A0A2K1IB10	A0A2K1JKF2	A9RT62	A0A2K1IB10	A5Z2K3	A9RT62	6l35	1	11_24	0
SCF:0001517	dropped_mixed_protein	0	AC:001309	P62662	P62656	Q72L77	A0QVB8	P62656	Q72L77	4kvb	19	11_24	1
SCF:0001542	dropped_mixed_protein	0	AC:001327	Q9SUI5	Q9S7N7	Q9SHE8	A0A4V8GZZ4	B6U534	Q9SHE8	9gc2	7	11_24	1
SCF:0001602	dropped_mixed_protein	0	AC:001382	P39286	P0A7R5	P0A7R9	P39286	P21471	Q50296	2ykr	3	11_24	1
SCF:0001606	dropped_mixed_protein	0	AC:001385	A0A0F6NGI2	Q32904	Q01667	T1RIQ1	A0A2K1IB10	A0A9R0J8B1	6zxs	4	11_24	1
SCF:0001607	dropped_mixed_protein	0	AC:001385	Q32904	A0A0F6NGI2	P05310	A0A2K1IB10	T1RIQ1	A0T0M8	6zxs	4	11_24	1
SCF:0001608	dropped_mixed_protein	0	AC:001385	Q32904	A0A0F6NGI2	A0A0F6NFW5	A0A2K1IB10	T1RIQ1	A0T0M8	6zxs	4	11_24	1
SCF:0001616	dropped_mixed_protein	0	AC:001390	A0A0M3KL12	Q32904	E1C9L2	A0A0H2UKZ4	A0A2K1IB10	E1C9L2	6zoo	5	11_24	1
SCF:0001618	dropped_mixed_protein	0	AC:001392	M1UU36	Q85FQ6	Q85FS8	M1UU36	E9NPX1	Q55329	5zgb	1	11_24	0
SCF:0001632	dropped_mixed_protein	0	AC:001403	A0QSL5	A0QS96	A0QSP9	B7IA17	P21472	A0QSP9	5xyu	19	11_24	1
SCF:0001633	dropped_mixed_protein	0	AC:001403	A0QSL5	A0QS96	A0QSG1	B7IA17	P21472	P62399	5xyu	19	11_24	1
SCF:0001642	dropped_mixed_protein	0	AC:001408	O15446	P52434	P61218	O15446	A0A8D1AQR7	A0A4X1VEK9	7oba	1	11_24	0
SCF:0001653	dropped_mixed_protein	0	AC:001426	I3LSI7	A0A481DF93	I3LCH3	O81098	Q3T0Q3	Q3T0Q3	7ozn	4	11_24	1
SCF:0001672	dropped_mixed_protein	0	AC:001439	Q32P79	F2Z4C9	F2Z4H3	A0A8D0TE17	A0A4X1VEK9	A0A8D1AQR7	9xgk	1	11_24	0
SCF:0001685	dropped_mixed_protein	0	AC:001452	O32231	P21467	P21469	O32231	Q839E7	P17291	8cdv	5	11_24	1
SCF:0001714	dropped_mixed_protein	0	AC:001478	Q32P79	Q32PE0	F2Z4H3	A0A8D0TE17	A0A4X1VEK9	A0A8D1AQR7	5flm	5	11_24	1
SCF:0001744	dropped_mixed_protein	0	AC:001499	A0A4V8H007	A0A4V8GZZ5	A0A4V8H008	A0A4V8H007	A8IL32	P12356	6igz	3	11_24	1
SCF:0001745	dropped_mixed_protein	0	AC:001499	A0A4V8H007	A0A4V8GZZ5	A0A4V8H006	A0A4V8H007	A8IL32	A5Z2K3	6igz	3	11_24	1
SCF:0001752	dropped_mixed_protein	0	AC:001508	P80372	P80376	Q5SLP6	P80372	Q50296	P0A7J7	1ibk	398	11_24	1
SCF:0001754	dropped_mixed_protein	0	AC:001508	P80376	P80372	Q5SLP7	Q50296	P80372	Q5SLP7	1ibk	398	11_24	1
SCF:0001764	dropped_mixed_protein	0	AC:001514	P0A8T7	P0A9G4	P0A7R5	P0A8T7	P0A9G4	P21471	7c17	4	3_10	1
SCF:0001799	dropped_mixed_protein	0	AC:001536	P0DOY9	Q5SLQ0	P80382	Q2FW20	P62659	P62659	5iwa	402	11_24	1
SCF:0001803	dropped_mixed_protein	0	AC:001536	Q5SLQ0	P0DOY9	P80374	P62659	Q2FW20	C3SRY2	5iwa	402	11_24	1
SCF:0001806	dropped_mixed_protein	0	AC:001540	E1C9L1	E1C9L2	Q32904	E1C9L1	E1C9L2	A0A2K1IB10	3lw5	2	11_24	1
SCF:0001813	dropped_mixed_protein	0	AC:001548	P0A7Z4	P0A9G4	P0A7R5	P0A7Z4	P0A9G4	P21471	7c17	4	3_10	1
SCF:0001883	dropped_mixed_protein	0	AC:001621	E1C9L0	Q32904	Q41038	Q55329	A0A2K1IB10	F2D0D5	3lw5	1	11_24	0
SCF:0001893	dropped_mixed_protein	0	AC:001627	Q6YXR3	A0A2K1J0L9	A0A2K1IAD0	E9NPX1	Q9SHE8	A8IL32	6l35	2	11_24	1
SCF:0001899	dropped_mixed_protein	0	AC:001631	E1C9K6	P16002	P12355	B8LEQ8	P16002	Q9SHE8	6yez	2	11_24	1
SCF:0001933	dropped_mixed_protein	0	AC:001662	A0A140S919	A0A069QC99	E2RXT0	P80372	A0A069QC99	P21471	6spc	3	11_24	1
SCF:0001955	dropped_mixed_protein	0	AC:001685	A0A1B2U0I9	A0A1M6QGN9	A0A1M5L6R0	Q839E7	A0A1M6QGN9	A0A1M5L6R0	9zcd	8	11_24	1
SCF:0001960	dropped_mixed_protein	0	AC:001691	D5MAL3	E1C9K9	A0A0M3KL10	Q55329	E1C9K9	A0A0M3KL10	4rku	1	11_24	0
SCF:0001971	dropped_mixed_protein	0	AC:001705	Q6YXK4	A0A2K1JDE1	A0A2K1JC42	Q6YXK4	B6SQZ7	B6U534	7ksq	2	11_24	1
SCF:0001999	dropped_mixed_protein	0	AC:001728	Q6YXQ2	A0A2K1JLZ3	A9RT62	A0A4V8H005	A0A9R0J8B1	A9RT62	6l35	1	11_24	0
SCF:0002001	dropped_mixed_protein	0	AC:001731	P02293	Q12509	P53298	O23629	Q12509	P53298	9b1e	7	11_24	1
SCF:0002002	dropped_mixed_protein	0	AC:001731	Q12509	P02293	P61830	Q12509	O23629	P02299	9b1e	7	11_24	1
SCF:0002027	dropped_mixed_protein	0	AC:001749	A0A4V8H005	A0A4V8GZZ8	A0A4V8H006	A0A4V8H005	I0YPL4	A5Z2K3	6igz	1	11_24	0
SCF:0002053	dropped_mixed_protein	0	AC:001768	P12357	Q41385	Q01667	B6U534	A8IL32	A0A9R0J8B1	2wsf	5	11_24	1
SCF:0002081	dropped_mixed_protein	0	AC:001795	P58565	Q8YQ35	A0ACD6B989	T1RIQ1	Q55274	A0ACD6B989	7y3f	1	11_24	0
