ac_id	A_uniprot	C_uniprot	taxon	pdb_id	complex_size	complex_size_bin	n_pdb	n_noncontact_assemblies	coordinate_qc	coverage_A	coverage_C	min_distance	direct_positive_conflict	structure_grade	core_flag	gt24_flag	replicated_flag	has_triplet	mmseqs_family_A	mmseqs_family_C	negative_label_semantics
AC:000032	C4QY79	C4R273	644223	8yfr	14	11_24	5	5	coordinate_verified_open_wedge	0.9823	0.9172	43.13	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	C4QY79	C4R273	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000033	P9WGY7	P9WJG3	83332	6vvz	8	3_10	9	9	coordinate_verified_open_wedge	0.962	0.9815	18.903	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000034	C3SQX2	C3SR57	562	9sx2	21	11_24	12	12	coordinate_verified_open_wedge	0.97	0.9457	36.554	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P80372	Q50296	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000036	O74499	P87173	284812	6ppv	7	3_10	2	2	coordinate_verified_open_wedge	0.7522	0.4929	9.749	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	O74499	P87173	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000038	B6A879	B6A880	935293	9cbc	17	11_24	2	2	coordinate_verified_open_wedge	0.9968	0.9926	41.409	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	B6A879	B6A880	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000043	A0A2P6U4K1	W8SY74	3076	6zzy	23	11_24	3	3	coordinate_verified_open_wedge	0.8764	0.9867	28.422	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q75VY8	A0T0M8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000045	O43036	O94616	284812	7aod	24	11_24	3	3	coordinate_verified_open_wedge	0.9249	0.9109	17.633	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000046	A0QVB8	A0R550	246196	8wif	22	11_24	5	5	coordinate_verified_open_wedge	0.8231	0.9901	21.93	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0QVB8	P0AG59	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000047	D0CD11	D0CD21	575584	6yt9	13	11_24	2	2	coordinate_verified_open_wedge	0.9924	0.9952	16.291	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000048	Q2G111	Q2G2Q1	93061	8bh7	20	11_24	16	16	coordinate_verified_open_wedge	0.8875	0.9888	17.239	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0A2V3DLV3	Q2G2Q1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000050	P21471	P21476	224308	8cdv	17	11_24	22	22	coordinate_verified_open_wedge	1.0588	0.6957	17.451	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P21471	A0QSD5	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000052	Q13426	Q9NP87	9606	9n81	16	11_24	2	2	coordinate_verified_open_wedge	0.6012	0.8664	44.251	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q13426	Q9NP87	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000054	O43402	Q9NPA0	9606	8j0o	10	3_10	8	8	coordinate_verified_open_wedge	0.9286	0.5744	50.964	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	O43402	Q9NPA0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000055	E9NPS7	I0YQ46	574566	9kqp	24	11_24	2	2	coordinate_verified_open_wedge	0.9854	0.8706	11.714	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0T0M8	Q84Y02	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000057	C4R3Z5	C4R5R1	644223	8yfq	14	11_24	2	2	coordinate_verified_open_wedge	0.9576	0.7505	24.009	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	C4R3Z5	C4R5R1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000058	O14810	P60880	9606	3rl0	5	3_10	2	9	coordinate_verified_open_wedge	0.3284	0.301	9.031	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P63041	P60880	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000059	A0A444WZ62	A0A445CVZ9	3818	8zom	20	11_24	2	2	coordinate_verified_open_wedge	0.7111	0.9512	43.944	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000060	D7P897	K0J903	37502	6rdf	13	11_24	5	5	coordinate_verified_open_wedge	0.8212	0.7538	11.96	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	D7P897	K0J903	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000061	Q8DIP0	Q8DLJ8	197221	7nhp	18	11_24	2	2	coordinate_verified_open_wedge	0.9167	0.9655	13.181	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q8DIP0	Q8DLJ8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000065	P42919	P56849	224308	9bs0	23	11_24	18	18	coordinate_verified_open_wedge	0.9603	0.9592	59.735	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000066	Q2FW20	Q2FXK6	93061	8bh6	19	11_24	15	15	coordinate_verified_open_wedge	0.9924	0.96	14.165	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q2FW20		assembly_context_direct_noncontact_not_universal_nonbinder
AC:000067	P13192	P69416	4513	7ewk	15	11_24	2	2	coordinate_verified_open_wedge	0.6723	1.0	11.199	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q9SHE8	A0A4V8H005	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000068	O94376	O94646	284812	5n9j	15	11_24	2	2	coordinate_verified_open_wedge	0.9783	0.99	25.531	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	O94376	O94646	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000070	Q969L4	Q9UKF6	9606	6v4x	10	3_10	4	4	coordinate_verified_open_wedge	0.6016	0.7295	19.473	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q969L4	Q9UKF6	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000071	A0A069Q263	A0A069QC99	287	6spe	20	11_24	3	3	coordinate_verified_open_wedge	0.7554	0.8732	9.777	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		A0A069QC99	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000073	P00044	P07256	559292	3cx5	23	11_24	2	2	coordinate_verified_open_wedge	0.9817	0.9431	65.832	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000074	G0RZG4	G0SCD1	759272	8r1o	9	3_10	2	2	coordinate_verified_open_wedge	0.7143	0.9031	12.76	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	G0RZG4	G0SCD1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000078	P07703	P36121	559292	8bws	17	11_24	24	24	coordinate_verified_open_wedge	1.0	0.6489	45.537	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P07703	P36121	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000079	P28000	P47076	559292	7z31	19	11_24	25	25	coordinate_verified_open_wedge	0.7113	0.9006	32.454	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P28000	P47076	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000080	P01589	P31785	9606	9kmc	6	3_10	3	4	coordinate_verified_open_wedge	0.489	0.5285	14.159	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000081	I7MDA9	I7MLZ4	312017	8th8	18	11_24	2	2	coordinate_verified_open_wedge	0.9158	0.9624	102.402	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	I7MDA9	I7MLZ4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000082	P9WGY5	P9WHJ5	83332	6bzo	7	3_10	21	21	coordinate_verified_open_wedge	0.7545	0.964	15.71	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0QWT1		assembly_context_direct_noncontact_not_universal_nonbinder
AC:000085	Q23YW7	Q24CL2	312017	8th8	18	11_24	2	2	coordinate_verified_open_wedge	0.6218	1.0	29.163	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q23YW7	Q24CL2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000088	Q05AW3	Q66IZ6	8355	7vci	21	11_24	6	6	coordinate_verified_open_wedge	1.0	1.0	87.568	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q05AW3		assembly_context_direct_noncontact_not_universal_nonbinder
AC:000089	P53803	P63272	9606	8xrm	16	11_24	2	2	coordinate_verified_open_wedge	0.7931	0.9915	44.457	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0A4X1TRS6	P63272	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000090	P20435	Q12004	559292	7o4l	15	11_24	7	7	coordinate_verified_open_wedge	0.4194	0.8669	44.006	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A4X1VEK9	Q12004	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000091	O95456	P28070	9606	8yix	17	11_24	5	5	coordinate_verified_open_wedge	0.9618	0.7765	27.589	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	O95456	P28070	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000094	P50990	Q99471	9606	6nrd	22	11_24	3	3	coordinate_verified_open_wedge	0.9307	0.8247	19.686	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q3ZCI9	Q99471	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000095	C4QZ45	C4R7H2	644223	7xn7	22	11_24	12	12	coordinate_verified_open_wedge	0.5818	0.7913	21.287	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	C4QZ45	C4R7H2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000099	P02309	P47128	559292	8x2z	12	11_24	4	4	coordinate_verified_open_wedge	0.835	0.6726	12.295	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P62805	P47128	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000100	G0RZG4	G0S1P1	759272	8pel	9	3_10	2	2	coordinate_verified_open_wedge	0.7361	0.8711	9.996	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	G0RZG4	G0S1P1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000102	Q95695	Q9FG89	3702	7wff	17	11_24	2	2	coordinate_verified_open_wedge	0.9489	0.7075	36.947	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q95695		assembly_context_direct_noncontact_not_universal_nonbinder
AC:000103	Q2FZ25	Q2G113	93061	7kwg	19	11_24	14	14	coordinate_verified_open_wedge	0.8784	0.9796	35.106	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0QVB8	P21468	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000104	Q83D88	Q83EQ9	227377	9t61	20	11_24	2	2	coordinate_verified_open_wedge	1.191	0.9405	31.084	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000106	F2Z4H3	Q32PE0	9913	8qw8	13	11_24	5	5	coordinate_verified_open_wedge	0.44	1.1654	26.038	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	A0A8D1AQR7	A0A4X1VEK9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000107	P08913	P59768	9606	7ej0	5	3_10	8	8	coordinate_verified_open_wedge	0.5591	0.7606	15.083	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P08913	P59768	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000108	C4R2U9	C4R997	644223	7xn7	22	11_24	12	12	coordinate_verified_open_wedge	0.9355	0.888	77.279	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000111	D7NIZ2	D8V7I7	37502	6rdf	13	11_24	3	3	coordinate_verified_open_wedge	0.9864	0.9888	65.956	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	D7NIZ2	D8V7I7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000113	P50991	P61758	9606	6nrb	22	11_24	3	3	coordinate_verified_open_wedge	0.9425	0.6701	14.794	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P50991	P61758	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000115	Q00578	Q12004	559292	7o4k	15	11_24	9	9	coordinate_verified_open_wedge	0.7212	0.8639	18.604	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q00578	Q12004	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000117	E1C9K8	P17227	3888	6zoo	17	11_24	9	9	coordinate_verified_open_wedge	1.0362	0.775	8.629	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	E1C9K8	E9NPX1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000119	P25515	P38784	559292	8eas	18	11_24	2	2	coordinate_verified_open_wedge	0.9875	0.7182	20.235	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P25515	P38784	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000121	Q9VLI9	Q9VUZ1	7227	7b6d	8	3_10	4	4	coordinate_verified_open_wedge	1.0	1.0	20.978	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q9VLI9	Q9VUZ1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000123	Q96SY0	Q9NV88	9606	8rc4	16	11_24	3	3	coordinate_verified_open_wedge	0.971	0.9514	9.299	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q96SY0	Q9NV88	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000124	Q9NVM9	Q9NVR2	9606	8rc4	16	11_24	7	7	coordinate_verified_open_wedge	0.7677	0.9197	18.078	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q9NVM9	Q9NVR2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000129	P07305	P62805	9606	9ipu	12	11_24	9	10	coordinate_verified_open_wedge	0.4845	0.9515	8.062	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P07305	P62805	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000130	P03903	Q9CR21	10090	8iaq	24	11_24	31	31	coordinate_verified_open_wedge	0.9898	0.8013	28.096	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000131	A0A6C0M5W0	A0ABF7PQ09	3728	9epc	21	11_24	3	3	coordinate_verified_open_wedge	0.9	0.8175	49.694	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000132	P20436	P32910	559292	6tut	18	11_24	25	25	coordinate_verified_open_wedge	1.0	0.6183	91.752	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	C4R273	P32910	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000133	A0T0V1	B8CEQ3	35128	8zet	17	11_24	3	3	coordinate_verified_open_wedge	0.9756	0.6735	37.214	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q55329	B8CEQ3	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000134	Q83EQ3	Q83ES5	227377	9t61	20	11_24	3	3	coordinate_verified_open_wedge	0.9951	0.9273	38.489	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		P21471	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000135	Q99832	Q9NQP4	9606	6nrd	22	11_24	3	3	coordinate_verified_open_wedge	0.9466	0.7761	91.298	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q99832	Q9NQP4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000137	A0AAB0B1U3	A0AAB0B1V7	287	7xfz	5	3_10	5	5	coordinate_verified_open_wedge	0.9918	0.8731	27.468	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:000138	A0A2P6TPV8	A0A2P6TQ14	3076	7a4p	20	11_24	2	2	coordinate_verified_open_wedge	0.3423	0.8415	33.479	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0A2P6TPV8	A0A2P6TQ14	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000139	D5MAL3	Q32904	3888	6zxs	16	11_24	6	6	coordinate_verified_open_wedge	1.0	0.8036	21.407	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q55329	A0A2K1IB10	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000142	P12356	Q75VY9	3055	7bgi	21	11_24	6	6	coordinate_verified_open_wedge	0.7269	0.8202	31.746	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P12356	I0YPL4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000143	E1C9K6	E1C9K9	3888	4rku	17	11_24	2	2	coordinate_verified_open_wedge	0.9844	1.1884	41.74	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	B8LEQ8	E1C9K9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000148	O15514	Q00403	9606	5iyc	21	11_24	10	10	coordinate_verified_open_wedge	0.9085	0.981	24.886	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q9VEA5	Q00403	assembly_context_direct_noncontact_not_universal_nonbinder
AC:000149	Q09177	Q09191	284812	7aoc	12	11_24	3	3	coordinate_verified_open_wedge	0.76	0.9857	43.431	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q09177	Q09191	assembly_context_direct_noncontact_not_universal_nonbinder
